name_key,name,base_wrc_vs_r,base_wrc_vs_l
joaquin arias,Joaquin Arias,21.965917,1.84903815
yonaiker hernandez,Yonaiker Hernandez,6.39467021,10.0045229
yoyner fajardo,Yoyner Fajardo,84.147277,57.8694343
anyelo gonzalez,Anyelo Gonzalez,13.6807207,-5.4414339
karell paz,Karell Paz,52.7583487,26.9095781
phillip sikes,Phillip Sikes,58.5458164,66.6940917
kay robles,Kay Robles,-15.566209,-10.513234
jp crawford,J.P. Crawford,110.701654,94.0517748
alberto mendez,Alberto Mendez,38.0208411,16.6647649
omar urbina,Omar Urbina,7.56524255,11.7560991
sebastian castro,Sebastian Castro,14.9958102,-5.9169487
braiden ward,Braiden Ward,88.2392006,62.5740457
garrett stubbs,Garrett Stubbs,72.9513378,52.3081903
anthony santa cruz de oviedo,Anthony Santa Cruz de Oviedo,17.6111945,-3.2652367
walker janek,Walker Janek,44.6969949,51.0438176
eric bitonti,Eric Bitonti,49.2455747,19.9469936
aaron mckeithan,Aaron McKeithan,73.4829901,78.3488811
josi novas,Josi Novas,11.1989358,17.3665595
juan mateo,Juan Mateo,32.8751219,14.5203969
july vittini,July Vittini,0.57790858,5.96212948
yojackson laya,Yojackson Laya,10.9678097,14.883411
jaylen palmer,Jaylen Palmer,56.4746178,66.5991897
yojanser calzado,Yojanser Calzado,7.99230255,9.53240211
javier sanoja,Javier Sanoja,93.018718,98.4185762
alejo lopez,Alejo Lopez,82.0721574,88.6077485
luis verdugo,Luis Verdugo,56.2052536,63.659027
jt realmuto,J.T. Realmuto,92.3857113,95.8095576
fenwick trimble,Fenwick Trimble,81.2816948,88.4496941
jose acosta,Jose Acosta,47.3394095,49.0866519
chase pinder,Chase Pinder,85.2278003,93.8403132
joey bart,Joey Bart,93.3296252,99.0475324
hedbert perez,Hedbert Perez,59.1418849,30.0946403
chandler seagle,Chandler Seagle,30.6075299,36.7726302
john peck,John Peck,71.3227745,78.8306889
shay whitcomb,Shay Whitcomb,77.3032592,91.143789
parks harber,Parks Harber,70.4242459,78.3946491
justice bigbie,Justice Bigbie,81.7522359,89.1477423
lizandro rodriguez,Lizandro Rodriguez,39.6163859,41.2734045
noah williams,Noah Williams,27.2566082,29.2739275
manuel mejias,Manuel Mejias,26.0569931,26.9039427
river town,River Town,93.3380966,63.9824813
tyler rodriguez,Tyler Rodriguez,45.5823962,50.0399685
rosniell de paula,Rosniell De Paula,-12.596367,-7.9217553
paulino santana,Paulino Santana,30.441341,36.7331039
yorger bautista,Yorger Bautista,9.12508859,-12.348301
brett roberts,Brett Roberts,44.6858077,51.3303589
edwin diaz,Edwin Diaz,66.8385404,75.0027742
carlos de sousa,Carlos De Sousa,-12.09912,-7.3512139
luis morejon,Luis Morejon,23.5197125,29.0011993
orlando martinez,Orlando Martinez,85.8725931,57.5107833
anthony santander,Anthony Santander,107.962129,94.9419632
alejandro loaiza,Alejandro Loaiza,-5.0531747,
arturo de freitas,Arturo De Freitas,51.8959589,59.3596516
raylin ramos,Raylin Ramos,35.5170771,41.8748187
carson rucker,Carson Rucker,24.4502846,28.924175
caleb roberts,Caleb Roberts,82.9414278,53.5626666
nick dini,Nick Dini,71.3029647,79.3181024
logan cerny,Logan Cerny,55.682287,64.793364
enmanuel figuereo,Enmanuel Figuereo,7.04906854,12.5186617
jesus rodriguez,Jesus Rodriguez,95.3168819,102.394765
juan gonzalez,Juan Gonzalez,26.0428554,31.1361369
oneil cruz,Oneil Cruz,118.368562,81.9290844
jake scheiner,Jake Scheiner,71.4179766,80.7630187
sergio alcantara,Sergio Alcantara,72.8047906,78.7395996
bennett thompson,Bennett Thompson,50.0359772,55.6945285
luis leones,Luis Leones,21.6417628,-1.8786497
garrett cooper,Garrett Cooper,74.5892241,84.0156895
joe rizzo,Joe Rizzo,89.3427473,58.715212
johan mieses,Johan Mieses,84.3728003,94.3258061
justin farmer,Justin Farmer,63.8776734,72.6979347
josh lowe,Josh Lowe,104.040081,69.4963384
jhonny severino,Jhonny Severino,30.5778873,36.0753349
adam hackenberg,Adam Hackenberg,49.0329205,56.7552468
jakson reetz,Jakson Reetz,67.24646,77.9416121
andruw salcedo,Andruw Salcedo,-3.0441264,-1.6511103
cooper kinney,Cooper Kinney,74.0977645,46.464366
corey seager,Corey Seager,145.501564,113.212579
emilio sanchez,Emilio Sanchez,8.26780107,-9.167149
tyler freeman,Tyler Freeman,97.8942789,100.91712
kyle lewis,Kyle Lewis,89.3717662,104.136727
sterling bazil,Sterling Bazil,0.25463207,1.45993873
brock rodden,Brock Rodden,70.6525245,74.3265676
daniel schneemann,Daniel Schneemann,88.4739759,63.9334844
chase jaworsky,Chase Jaworsky,49.9450597,27.8762854
yiddi cappe,Yiddi Cappe,39.8156209,45.4651
cristopher larez,Cristopher Larez,-1.4786361,3.28468997
yoxander benitez,Yoxander Benitez,10.4522252,14.6861224
trevor schwecke,Trevor Schwecke,69.4277323,77.6273815
william bergolla,William Bergolla,79.1259787,60.5467758
bryan rincon,Bryan Rincon,37.7911905,37.5307317
brooks baldwin,Brooks Baldwin,97.9162903,107.315423
angel requena,Angel Requena,8.21353466,11.7192977
pj hilson,P.J. Hilson,70.7965256,78.5157934
luis toribio,Luis Toribio,80.8808395,49.8286686
sebastian de andrade,Sebastian De Andrade,4.74256527,9.97334578
abraham bastidas,Abraham Bastidas,13.6021585,17.6700649
justin miknis,Justin Miknis,38.4640684,13.4353283
israel pineda,Israel Pineda,48.7627246,58.7023792
angel perez,Angel Perez,-2.1331624,2.91714423
david hamilton,David Hamilton,86.7608951,60.863623
victor izturis,Victor Izturis,11.1943627,-9.0318276
francisco mejia,Francisco Mejia,69.4878244,78.6165748
tom guerrero,Tom Guerrero,-8.670924,-3.8866307
jose ramirez,Jose Ramirez,126.483846,130.960554
edwin darville,Edwin Darville,14.8642967,-5.3781468
johan ferreira,Johan Ferreira,-0.6456205,4.20777437
esmeiquel arrieche,Esmeiquel Arrieche,-1.4536944,3.92803009
dustin dickerson,Dustin Dickerson,61.0815594,68.1847179
chandler simpson,Chandler Simpson,94.6177705,80.6053379
carter aldrete,Carter Aldrete,62.1722274,70.0332509
luis paredes,Luis Paredes,,-8.5205876
tucupita marcano,Tucupita Marcano,92.0624474,67.6459684
chad stevens,Chad Stevens,72.6792266,82.56375
mike brosseau,Mike Brosseau,63.99107,73.117516
jesus galiz,Jesus Galiz,39.9617363,45.8279004
jonathan guzman,Jonathan Guzman,38.0186823,44.3342903
alexander ovalles,Alexander Ovalles,83.9343737,52.7952867
daje morales,Daje Morales,7.75839585,12.8869906
dylan neuse,Dylan Neuse,46.9921552,53.9883797
jorge ona,Jorge Ona,67.4472069,79.5052463
will brennan,Will Brennan,97.3973745,70.1221563
andy pages,Andy Pages,107.091607,116.165066
oscar mercado,oscar Mercado,75.1051569,84.999481
franmil reyes,Franmil Reyes,89.8850588,104.98046
dangelo sarmiento,Dangelo Sarmiento,-3.2372807,1.8281332
kevyn castillo,Kevyn Castillo,55.9142148,29.657585
jairo mendez,Jairo Mendez,13.4318622,-8.0264462
patrick bailey,Patrick Bailey,81.3430715,78.6116747
kyle datres,Kyle Datres,62.9850545,70.8258966
carter frederick,Carter Frederick,38.6362048,46.425762
juan fernandez,Juan Fernandez,72.8734283,78.7179295
simon whiteman,Simon Whiteman,60.9562875,67.7908737
dilan granadillo,Dilan Granadillo,21.9287166,0.80990167
matthew moses,Matthew Moses,8.75487038,13.9878734
alex mcgarry,Alex McGarry,79.5611485,48.8097169
bobby boser,Bobby Boser,19.2457195,24.2776533
luis almeyda,Luis Almeyda,27.7681559,33.3694365
frainner chirinos,Frainner Chirinos,-2.3976232,2.3384233
joe naranjo,Joe Naranjo,69.685815,42.3993118
francisco alvarez,Francisco Alvarez,114.042653,129.713095
yensi de la cruz,Yensi De La Cruz,22.9901667,0.42312914
andy weber,Andy Weber,82.8958485,56.8770416
chris okey,Chris Okey,52.932312,61.5077068
luis vicioso,Luis Vicioso,9.01997904,13.9721231
jhorvic abreus,Jhorvic Abreus,8.73370823,10.421819
tanner otremba,Tanner O'Tremba,46.0399845,51.5994951
romano donato,Romano Donato,2.46254202,5.85509037
brett harris,Brett Harris,86.8216645,94.0633825
brandon parker,Brandon Parker,59.0617115,67.885013
jacob reimer,Jacob Reimer,86.6805632,94.1699783
nick raposo,Nick Raposo,63.2591484,69.7505361
dashyll tejeda,Dashyll Tejeda,13.7512914,18.3652705
roiber niazoa,Roiber Niazoa,12.176813,17.4134791
jacob hurtubise,Jacob Hurtubise,86.934253,65.3361419
carlos rodriguez,Carlos Rodriguez,85.5630457,60.722891
carlos villarroel,Carlos Villarroel,6.9293949,13.3118293
jose barrero,Jose Barrero,62.0373258,74.0742401
samuel rojas,Samuel Rojas,4.22626988,8.0255137
fabian lopez,Fabian Lopez,-2.5410451,1.10885697
aldo gaxiola,Aldo Gaxiola,13.6207447,18.9027498
fidel montero,Fidel Montero,11.4712665,17.8870804
roinny aguiar,Roinny Aguiar,11.774388,17.1584716
carter williams,Carter Williams,77.6356647,48.6274751
robert arias,Robert Arias,30.4545084,9.23013542
derek hill,Derek Hill,80.7898236,92.3423629
tyler locklear,Tyler Locklear,95.084605,103.211004
casey opitz,Casey Opitz,52.2845562,52.9469394
sahid valenzuela,Sahid Valenzuela,48.0268622,51.4727862
yadimir fuentes,Yadimir Fuentes,-7.8273029,-7.1029291
leandro arias,Leandro Arias,45.8017251,46.3724525
adrian garcia,Adrian Garcia,8.44341577,11.0578208
whit merrifield,Whit Merrifield,75.3777632,85.616394
anyelo encarnacion,Anyelo Encarnacion,36.7840202,44.0416105
sean keys,Sean Keys,69.2441233,39.3806403
hayden cantrelle,Hayden Cantrelle,65.2985618,65.0196014
albert gutierrez,Albert Gutierrez,13.4446988,-7.5464452
brayan cota,Brayan Cota,6.11595857,-13.219127
marco argudin,Marco Argudin,39.8184636,16.4874341
xavier fernandez,Xavier Fernandez,79.467282,87.0895087
ryan mccarthy,Ryan McCarthy,37.4197675,13.2054708
brando mayea,Brando Mayea,11.6804096,17.3952719
stephen scott,Stephen Scott,78.6557119,48.3722423
fernando tatis,Fernando Tatis,139.051489,149.089951
anderson garcia,Anderson Garcia,-4.4075925,1.88336351
ricardo gonzalez,Ricardo Gonzalez,25.7992875,27.1460918
murphy stehly,Murphy Stehly,74.9609129,81.1032505
socrates brito,Socrates Brito,93.0489151,63.7093924
edgar walker,Edgar Walker,11.1592763,16.4946513
dermis garcia,Dermis Garcia,68.3397708,82.7117219
david peralta,David Peralta,89.3543316,60.4829484
hyungchan um,Hyungchan Um,31.962494,37.1824866
mason dinesen,Mason Dinesen,11.2475298,17.5433274
rafael devers,Rafael Devers,137.643564,97.2400299
hansel jimenez,Hansel Jimenez,0.049188,4.52919669
wenceel perez,Wenceel Perez,94.6177543,96.356442
leonard rijo,Leonard Rijo,4.79570913,8.39506743
jon jon gazdar,Jon Jon Gazdar,79.0799138,82.8291171
everson pereira,Everson Pereira,85.0124322,94.9805641
yordany de los santos,Yordany De Los Santos,33.3011864,38.8564969
bradley zimmer,Bradley Zimmer,58.9221248,33.0783106
lourdes gurriel,Lourdes Gurriel,103.160635,114.876353
devin hurdle,Devin Hurdle,30.8648035,35.2361403
kevin newman,Kevin Newman,72.358965,81.0279652
sam praytor,Sam Praytor,59.5926777,67.0792142
austin st laurent,Austin St. Laurent,39.1381668,44.6178664
tyresse turner,Tyresse Turner,51.5697283,55.5256282
mookie betts,Mookie Betts,126.344495,136.573525
diego cartaya,Diego Cartaya,61.0598611,69.2795065
lamar king,Lamar King,47.8660604,53.7484999
athanael duarte,Athanael Duarte,9.21900259,15.0822682
rafael castillo,Rafael Castillo,2.98311903,5.18260352
yasser mercedes,Yasser Mercedes,34.202941,41.4128372
donovan casey,Donovan Casey,56.1018216,63.4488414
coby mayo,Coby Mayo,99.6283132,112.292177
trey lipscomb,Trey Lipscomb,66.5209155,74.8876061
jose osuna,Jose Osuna,67.3117913,77.600901
dalvy rosario,Dalvy Rosario,47.1234555,54.8348426
jose d hernandez,Jose D. Hernandez,22.9851299,28.3993746
antony peguero,Antony Peguero,7.46928429,13.0160339
rainiel rodriguez,Rainiel Rodriguez,62.284317,69.1428642
kodey shojinaga,Kodey Shojinaga,42.2693136,48.431749
enderso lira,Enderso Lira,27.9077064,33.6156449
taishi nakawake,Taishi Nakawake,16.9482635,21.1100431
fraymi de leon,Fraymi De Leon,24.5404167,29.5436603
daniel flames,Daniel Flames,27.063511,26.5301624
kyle nevin,Kyle Nevin,74.2133421,82.9111629
danny bautista,Danny Bautista,53.3608265,57.88295
blake burke,Blake Burke,94.3901732,62.7295617
edwilmin matos,Edwilmin Matos,2.37522887,6.98503718
brooks lee,Brooks Lee,97.62115,93.8493002
jesus castillo,Jesus Castillo,41.6096321,46.5309832
diego campos,Diego Campos,1.04951605,6.17243552
cody schrier,Cody Schrier,38.4130835,45.2598972
leonardo bernal,Leonardo Bernal,78.8702199,79.320909
javier roman,Javier Roman,-1.1136304,4.1056714
gio urshela,Gio Urshela,87.4480717,92.9051378
joshua baez,Joshua Baez,91.3726862,99.8387945
billy mckinney,Billy McKinney,83.9149889,59.50886
cal conley,Cal Conley,44.0801156,47.5312846
sam petersen,Sam Petersen,62.0681348,68.9757032
riley greene,Riley Greene,129.898008,94.1230297
francisco urbaez,Francisco Urbaez,81.2654139,87.9816949
michael snyder,Michael Snyder,74.1336375,81.8058966
givian sirvania,Givian Sirvania,7.58756003,11.61155
stone garrett,Stone Garrett,66.8592373,77.3259814
jesse franklin v,Jesse Franklin V,85.4834248,54.887697
trea turner,Trea Turner,109.903406,121.273772
aniel mendoza,Aniel Mendoza,10.4255483,15.8765732
luis puello,Luis Puello,4.56267916,9.46651039
michael busch,Michael Busch,129.43455,97.1382419
yensi reyes,Yensi Reyes,11.0777098,16.2855517
eddy marmolejos,Eddy Marmolejos,4.58529415,9.21163167
gabriel cesa,Gabriel Cesa,2.94668206,8.35931883
pj higgins,P.J. Higgins,60.6483524,70.5029692
jacob burke,Jacob Burke,61.9996359,67.9924164
jacob wetzel,Jacob Wetzel,55.9120337,28.8244998
jamie westbrook,Jamie Westbrook,77.7328434,88.1015829
josh bell,Josh Bell,111.034481,117.686123
jack rogers,Jack Rogers,68.8650007,41.1486513
eduardo herrera,Eduardo Herrera,4.28185421,10.5191803
yonatan henriquez,Yonatan Henriquez,47.1696351,46.7258003
daniel mateo,Daniel Mateo,65.8424073,73.1260159
jose astudillo,Jose Astudillo,49.702112,54.0937312
abelardo medrano,Abelardo Medrano,4.25904793,-16.172274
javier baez,Javier Baez,75.9680397,86.9608638
andri leon,Andri Leon,,-8.0339466
justin riemer,Justin Riemer,55.7045447,62.2716606
marcus smith,Marcus Smith,57.3075362,27.5228377
kashon conliffe,Kashon Conliffe,2.51273052,8.41096515
onix vega,Onix Vega,63.0236115,69.9597732
nikau pouakagrego,Nikau Pouaka-Grego,34.1115477,12.8200421
bryan andrade,Bryan Andrade,28.1283637,34.0326213
cam fisher,Cam Fisher,43.1012028,13.6081625
carlos done,Carlos Done,9.59696798,14.4024123
ramon rodriguez,Ramon Rodriguez,83.3125155,89.509471
colby shade,Colby Shade,68.3865682,75.1830788
franklin primera,Franklin Primera,20.5904479,25.1787095
chase meidroth,Chase Meidroth,106.16442,112.47065
frandy duran,Frandy Duran,10.7348112,-9.2914823
jake anchia,Jake Anchia,39.8925441,45.9643958
diosfran cabeza,Diosfran Cabeza,32.5338794,33.6090875
ahseop son,Ah-seop Son,80.1652007,57.5398849
adbiel feliz,Adbiel Feliz,14.338858,14.6227719
ismael mena,Ismael Mena,38.9204593,15.5657033
graham pauley,Graham Pauley,98.8408694,78.7388034
kasen wells,Kasen Wells,60.3410065,36.5335771
saul ramirez,Saul Ramirez,5.35548793,11.1841935
tommy hawke,Tommy Hawke,59.5208304,36.2694742
dylan rock,Dylan Rock,58.9642154,66.5699527
tony bullard,Tony Bullard,66.1467263,73.1627096
dixon williams,Dixon Williams,32.4356472,10.0504222
jeral toledo,Jeral Toledo,30.8814598,32.2727833
landon stephens,Landon Stephens,67.6922557,77.9607906
matt shaw,Matt Shaw,102.339747,112.870892
drew waters,Drew Waters,84.5152919,81.6583811
adrian ibarra,Adrian Ibarra,3.75178849,8.91267105
liberts aponte,Liberts Aponte,9.51835405,14.6423885
colton bender,Colton Bender,31.1813921,37.4253529
dauri fernandez,Dauri Fernandez,22.7867164,25.2566042
ibrahim ruiz,Ibrahim Ruiz,-2.1486026,1.43162608
cal raleigh,Cal Raleigh,129.093553,129.744692
toby simmons,Toby Simmons,13.0212691,13.5754463
davis bradshaw,Davis Bradshaw,81.30456,55.9091382
jayden felicia,Jayden Felicia,9.01899956,9.65586133
caleb cali,Caleb Cali,64.3743976,73.3667693
julian brock,Julian Brock,55.3853732,63.0795768
lewis german,Lewis German,-3.1062305,2.36070053
jose m mendoza,Jose M. Mendoza,7.07754129,12.0048327
marcos terrero,Marcos Terrero,13.0519436,-6.4277682
richard matic,Richard Matic,15.2699298,21.221364
ivan sosa,Ivan Sosa,-3.9271816,0.71056572
byungho park,ByungHo Park,66.4067416,74.6598154
ian lewis,Ian Lewis,52.285092,54.2820236
ynmanol marinez,Ynmanol Marinez,38.7218047,44.8606196
lazaro armenteros,Lazaro Armenteros,76.2833643,86.419073
aron estrada,Aron Estrada,87.8165958,89.9332167
jake gelof,Jake Gelof,56.5525514,65.3377325
freili encarnacion,Freili Encarnacion,46.1945665,52.3726402
ruben vizcaya,Ruben Vizcaya,10.4725734,16.1438922
cooper ingle,Cooper Ingle,104.85599,73.8443501
sandy luciano,Sandy Luciano,18.8567799,19.9381958
zach remillard,Zach Remillard,59.8159309,68.1004941
addison kopack,Addison Kopack,27.4984699,34.2341491
michel triana,Michel Triana,45.815818,19.3829154
luis cruz,Luis Cruz,15.6884803,-4.4706584
wilberson de pena,Wilberson De Pena,8.50287578,13.2383188
viandel pena,Viandel Pena,60.1137862,62.4277936
marek houston,Marek Houston,38.5663214,44.0654221
skye bolt,Skye Bolt,75.0413258,81.5463544
breiny ramirez,Breiny Ramirez,7.73348379,-12.719274
ben cowles,Ben Cowles,64.3351136,71.4081857
daniel rojas,Daniel Rojas,4.67635613,8.30627024
mason martin,Mason Martin,84.7877467,51.4951222
isaac collins,Isaac Collins,104.985498,105.832065
raymer medina,Raymer Medina,-11.398874,-8.2696681
kenedy corona,Kenedy Corona,60.6971175,70.9584946
gabriel moreno,Gabriel Moreno,114.392187,123.56258
gavin logan,Gavin Logan,64.5456518,35.6646682
brian kalmer,Brian Kalmer,48.8083953,57.0318849
alberto barriga,Alberto Barriga,24.1101085,30.102057
matthew lugo,Matthew Lugo,74.2180889,86.2075149
enyel rosario,Enyel Rosario,9.09233449,11.7842347
leandro romero,Leandro Romero,17.9977705,23.3871444
francisco caldera,Francisco Caldera,3.38043965,8.7626854
cristian benavides,Cristian Benavides,2.78493348,7.84325358
freilyn rodriguez,Freilyn Rodriguez,0.93064348,-18.283368
remy veldhuisen,Remy Veldhuisen,13.4104266,-6.9577703
blake perkins,Blake Perkins,80.3385195,99.070562
javier herrera,Javier Herrera,24.8679121,24.7344975
yeiker reyes,Yeiker Reyes,34.6025144,11.672899
raynel delgado,Raynel Delgado,76.3660055,50.1209561
sam antonacci,Sam Antonacci,98.3426506,72.4658623
jeremy de la rosa,Jeremy De La Rosa,69.9179436,40.9468677
bryce arnold,Bryce Arnold,46.1754482,52.0700161
billy cook,Billy Cook,69.7664937,82.1818417
vidal brujan,Vidal Brujan,83.048588,84.7726105
luis ariza,Luis Ariza,3.47007664,7.64865753
omar martinez,Omar Martinez,71.4533539,40.360583
gabriel moncada,Gabriel Moncada,48.7462011,23.5053193
railin tejada,Railin Tejada,6.48892589,11.8733241
kevin pillar,Kevin Pillar,73.1382069,82.7448013
brian serven,Brian Serven,46.4396261,55.699162
eduardo lopez,Eduardo Lopez,53.6201177,53.7092257
caleb mcneely,Caleb McNeely,23.5005961,29.1120576
german ramirez,German Ramirez,14.7568156,20.2954972
ambioris tavarez,Ambioris Tavarez,42.6705205,50.5346227
ryan reckley,Ryan Reckley,24.0997332,25.9654905
jake fox,Jake Fox,78.1955459,49.0087646
kaden hollow,Kaden Hollow,59.6185757,34.5394543
max ferguson,Max Ferguson,66.7623666,39.6791461
dalton guthrie,Dalton Guthrie,76.1933277,85.2352417
derek datil,Derek Datil,36.6944921,13.1375674
alex call,Alex Call,100.921251,107.767084
felix stevens,Felix Stevens,72.3825041,82.204623
ketel marte,Ketel Marte,133.063752,143.089323
