pitcher,season,date,team,opp,asof_k_pct,l5_k_pct,asof_bb_pct,l5_bb_pct,asof_k_bb_pct,l5_k_bb_pct,asof_csw,l5_csw,asof_whiff,l5_whiff,asof_velo,l5_velo,asof_spin,l5_spin,asof_gb_pct,l5_gb_pct,asof_fb_pct,l5_fb_pct,asof_barrel_pct,l5_barrel_pct,asof_hardhit_pct,l5_hardhit_pct,asof_xwobacon,l5_xwobacon,asof_fip,l5_fip,asof_xfip,l5_xfip,asof_ra9,l5_ra9,delta_velo,delta_spin,delta_csw,delta_k_bb_pct,fwd30_k_bb_pct,fwd30_xfip,fwd30_ra9,fwd30_fip,fwd30_ip,fwd1_k_bb_pct,fwd1_xfip,fwd1_ra9,fwd1_end
592351,2024,2024-06-22,TEX,KC,23.297,18.391,6.81,8.046,16.487,10.345,28.558,25.305,25.878,23.392,94.736,95.579,2040.947,2013.809,43.59,48.438,30.769,23.438,9.231,12.5,45.128,51.562,0.411,0.455,2.976,4.548,3.358,3.691,3.758,5.586,0.843,-27.138,-3.253,-6.143,1.449,5.581,7.977,5.895,14.7,0.0,7.479,15.429,2024-06-27
592351,2024,2024-06-27,TEX,BAL,22.742,19.277,6.355,6.024,16.388,13.253,29.032,29.508,25.436,23.377,94.801,95.687,2042.682,2041.007,41.981,33.871,32.075,33.871,8.962,14.516,43.396,41.935,0.396,0.445,2.902,4.258,3.421,3.858,3.439,5.684,0.886,-1.675,0.476,-3.135,8.333,4.198,3.057,3.326,17.7,0.0,6.216,4.5,2024-07-03
592351,2024,2024-07-03,TEX,SD,21.362,14.943,6.192,3.448,15.17,11.494,28.232,25.902,24.144,16.883,94.864,95.706,2038.97,2027.862,41.026,32.394,34.615,45.07,9.829,15.493,44.444,46.479,0.4,0.429,3.273,5.626,3.672,4.723,4.181,8.526,0.843,-11.108,-2.331,-3.676,11.765,3.608,2.634,2.295,13.7,5.0,3.498,5.4,2024-07-08
592351,2024,2024-07-08,TEX,LAA,20.64,11.111,6.395,4.04,14.244,7.071,27.769,23.41,23.511,14.689,94.851,95.43,2033.388,2007.491,40.239,29.762,35.06,46.429,9.562,14.286,44.622,45.238,0.399,0.424,3.453,6.39,3.8,5.437,4.197,8.71,0.578,-25.897,-4.359,-7.173,,,,,,0.0,4.595,0.0,2024-07-19
592351,2024,2024-07-23,TEX,CWS,19.837,8.989,6.25,4.494,13.587,4.494,27.611,24.458,23.121,14.024,94.842,95.136,2025.097,1981.291,40.074,31.169,33.456,40.26,8.824,7.792,44.118,41.558,0.4,0.372,3.416,4.794,3.792,5.149,4.219,5.661,0.294,-43.806,-3.153,-9.093,,,,,,22.222,1.848,4.5,2024-08-20
592351,2024,2024-08-24,TEX,CLE,19.802,13.58,5.693,3.704,14.109,9.877,27.634,25.087,23.027,18.75,94.876,94.92,2026.308,1979.972,40.667,39.394,33.667,30.303,8.0,1.515,42.667,36.364,0.385,0.335,3.237,3.1,3.732,3.959,3.979,3.203,0.044,-46.336,-2.547,-4.232,,,,,,15.0,3.524,7.714,2024-08-30
592351,2024,2024-08-30,TEX,ATH,19.332,13.333,5.967,4.0,13.365,9.333,27.401,25.573,22.403,17.361,94.88,95.005,2027.971,2004.102,41.026,44.262,33.654,27.869,8.013,1.639,41.987,31.148,0.389,0.349,3.409,3.213,3.821,3.916,4.546,6.113,0.126,-23.87,-1.828,-4.032,,,,,,,,,
676130,2024,2024-04-26,NYM,STL,31.818,31.818,13.636,13.636,18.182,18.182,27.174,27.174,29.565,29.565,93.338,93.338,2273.756,2273.756,38.235,38.235,29.412,29.412,2.941,2.941,50.0,50.0,0.354,0.354,2.182,2.182,3.097,3.097,1.102,1.102,0.0,0.0,0.0,0.0,6.061,4.751,3.375,3.975,16.0,17.391,3.844,1.5,2024-05-01
676130,2024,2024-05-01,NYM,CHC,27.778,27.778,13.333,13.333,14.444,14.444,28.378,28.378,29.487,29.487,93.126,93.126,2291.029,2291.029,38.0,38.0,34.0,34.0,6.0,6.0,50.0,50.0,0.415,0.415,3.645,3.645,3.619,3.619,2.455,2.455,0.0,0.0,0.0,0.0,0.0,5.295,4.5,5.1,10.0,0.0,4.896,5.4,2024-05-07
676130,2024,2024-05-07,NYM,STL,27.434,27.434,12.389,12.389,15.044,15.044,28.172,28.172,29.208,29.208,93.1,93.1,2298.849,2298.849,38.462,38.462,36.923,36.923,6.154,6.154,43.077,43.077,0.373,0.373,3.314,3.314,3.667,3.667,2.25,2.25,0.0,0.0,0.0,0.0,,,,,,0.0,5.694,3.6,2024-05-14
676130,2024,2024-05-14,NYM,PHI,25.185,25.0,12.593,12.5,12.593,12.5,26.534,26.078,26.25,25.743,93.24,93.486,2284.153,2285.873,40.741,38.806,34.568,37.313,8.642,10.448,43.21,41.791,0.383,0.399,3.767,4.026,3.853,3.966,2.727,3.0,0.247,1.72,-0.457,-0.093,,,,,,0.0,5.494,0.0,2024-07-02
681293,2024,2024-05-08,HOU,NYY,25.926,25.926,12.346,12.346,13.58,13.58,29.915,29.915,29.412,29.412,91.948,91.948,2372.946,2372.946,34.694,34.694,28.571,28.571,2.041,2.041,32.653,32.653,0.353,0.353,3.161,3.161,3.647,3.647,8.265,8.265,0.0,0.0,0.0,0.0,15.315,3.521,2.189,2.776,24.7,13.636,3.524,3.857,2024-05-13
681293,2024,2024-05-13,HOU,ATH,23.585,23.585,12.264,12.264,11.321,11.321,29.385,29.385,26.667,26.667,91.802,91.802,2373.115,2373.115,35.821,35.821,29.851,29.851,7.463,7.463,37.313,37.313,0.438,0.438,5.052,5.052,4.0,4.0,8.571,8.571,0.0,0.0,0.0,0.0,15.044,3.602,1.753,2.827,25.7,14.286,3.346,1.5,2024-05-19
681293,2024,2024-05-19,HOU,MIL,23.438,24.771,11.719,11.009,11.719,13.761,29.524,30.269,26.772,27.064,91.989,91.923,2368.174,2349.806,37.037,39.706,29.63,27.941,7.407,8.824,39.506,42.647,0.426,0.446,4.542,4.6,3.914,3.559,7.714,5.956,-0.066,-18.368,0.745,2.043,13.402,4.024,4.714,5.005,21.0,17.391,3.595,3.6,2024-05-25
681293,2024,2024-05-25,HOU,ATH,23.077,23.729,10.897,10.169,12.179,13.559,29.968,30.786,25.589,24.186,91.904,91.739,2365.529,2337.986,38.0,39.474,29.0,27.632,6.0,7.895,38.0,39.474,0.409,0.432,4.079,4.397,3.806,3.562,6.537,5.108,-0.165,-27.544,0.818,1.38,7.292,4.84,4.869,5.707,20.3,21.739,2.681,0.0,2024-05-30
681293,2024,2024-05-30,HOU,SEA,24.022,23.14,11.173,10.744,12.849,12.397,28.947,28.326,25.223,22.326,91.704,91.248,2367.101,2359.343,38.938,41.026,30.088,30.769,6.195,7.692,38.053,38.462,0.405,0.413,3.809,3.946,3.777,3.826,6.136,4.154,-0.457,-7.758,-0.621,-0.452,12.371,4.219,4.641,4.975,21.3,6.667,5.427,3.0,2024-06-04
681293,2024,2024-06-04,HOU,STL,25.248,24.793,11.386,10.744,13.861,14.05,29.433,29.067,26.064,23.301,91.574,91.232,2360.618,2349.364,38.71,41.333,29.839,30.667,6.452,9.333,38.71,42.667,0.397,0.425,3.545,3.784,3.623,3.608,5.273,3.418,-0.341,-11.254,-0.366,0.188,11.65,4.503,6.955,5.555,22.0,12.5,3.89,1.588,2024-06-10
681293,2024,2024-06-10,HOU,SF,25.346,27.027,11.982,11.712,13.364,15.315,29.68,29.977,26.055,25.389,91.557,91.303,2364.606,2355.781,37.121,38.462,31.061,32.308,6.818,6.154,39.394,41.538,0.401,0.363,3.823,2.776,3.741,3.521,5.124,2.189,-0.254,-8.825,0.297,1.951,12.621,4.284,7.714,5.529,21.0,0.0,9.085,47.25,2024-06-15
681293,2024,2024-06-15,HOU,DET,25.311,27.434,12.033,12.389,13.278,15.044,29.538,29.556,25.951,24.87,91.55,91.037,2357.127,2344.225,39.456,42.424,31.293,33.333,6.803,6.061,38.095,36.364,0.385,0.335,3.684,2.827,3.758,3.602,4.734,1.753,-0.513,-12.902,0.017,1.766,14.783,3.68,4.208,3.801,25.7,-9.091,7.361,4.154,2024-06-20
681293,2024,2024-06-20,HOU,CWS,24.901,27.835,12.253,14.433,12.648,13.402,29.228,28.07,25.482,25.294,91.526,90.93,2362.831,2358.577,38.961,40.741,32.468,38.889,7.792,11.111,39.61,42.593,0.397,0.375,4.448,5.005,3.893,4.024,5.81,4.714,-0.596,-4.254,-1.158,0.754,20.43,2.932,4.219,3.569,21.3,41.667,1.097,0.0,2024-06-26
681293,2024,2024-06-26,HOU,COL,23.636,22.917,12.727,15.625,10.909,7.292,29.102,29.396,25.2,25.153,91.484,91.088,2365.57,2362.827,37.87,35.714,33.728,41.071,7.101,8.929,37.87,37.5,0.382,0.334,4.486,5.707,4.156,4.84,5.684,4.869,-0.395,-2.742,0.294,-3.617,11.579,4.274,6.197,4.428,20.3,4.762,6.907,17.182,2024-07-02
681293,2024,2024-07-02,HOU,TOR,25.084,24.742,11.706,12.371,13.378,12.371,29.866,30.789,25.182,23.256,91.683,91.915,2366.838,2380.093,38.798,38.983,33.333,40.678,6.557,6.78,38.251,37.288,0.374,0.325,4.022,4.975,3.822,4.219,5.062,4.641,0.232,13.255,0.924,-1.007,16.327,3.624,3.971,3.762,22.7,16.667,2.775,3.857,2024-07-07
681293,2024,2024-07-07,HOU,MIN,25.0,24.272,12.188,12.621,12.812,11.65,29.329,28.571,24.532,21.196,91.846,92.493,2363.364,2360.588,36.923,36.508,35.385,44.444,7.692,9.524,39.487,39.683,0.376,0.325,4.386,5.555,3.989,4.503,5.719,6.955,0.647,-2.777,-0.758,-1.162,22.449,3.032,3.423,3.227,23.7,16.667,2.765,1.5,2024-07-13
681293,2024,2024-07-13,HOU,TEX,25.0,24.272,11.919,11.65,13.081,12.621,29.14,28.186,24.528,21.164,92.002,93.133,2359.121,2364.103,36.667,30.159,34.286,41.27,7.619,9.524,40.476,46.032,0.375,0.352,4.22,5.529,3.911,4.284,5.599,7.714,1.13,4.982,-0.953,-0.46,30.612,2.547,3.649,3.019,24.7,7.692,5.341,6.0,2024-07-22
681293,2024,2024-07-22,HOU,ATH,25.272,26.087,11.957,11.304,13.315,14.783,29.428,29.888,25.185,24.519,92.013,93.233,2364.009,2366.961,38.117,36.232,33.184,34.783,7.623,7.246,39.91,40.58,0.375,0.325,4.236,3.801,3.823,3.68,5.285,4.208,1.22,2.952,0.46,1.467,31.959,2.303,3.75,4.058,24.0,25.0,3.427,4.5,2024-07-28
681293,2024,2024-07-28,HOU,LAD,24.365,26.05,11.421,8.403,12.944,17.647,29.065,28.976,24.552,23.111,92.064,93.638,2363.197,2356.754,36.327,32.895,34.694,36.842,7.755,9.211,40.0,44.737,0.378,0.37,4.12,3.356,3.931,3.461,5.336,4.61,1.574,-6.443,-0.089,4.703,31.579,2.22,2.625,3.017,24.0,41.667,0.451,1.588,2024-08-04
681293,2024,2024-08-04,HOU,TB,24.88,24.37,11.244,10.084,13.636,14.286,29.476,28.48,24.479,22.727,92.1,93.227,2365.2,2360.778,35.907,28.947,35.907,42.105,7.336,9.211,40.541,46.053,0.372,0.368,4.229,4.733,3.897,4.081,5.28,5.81,1.127,-4.421,-0.996,0.649,27.0,2.711,2.077,3.331,26.0,50.0,1.096,2.571,2024-08-10
681293,2024,2024-08-10,HOU,BOS,26.244,29.508,11.086,8.197,15.158,21.311,30.017,31.866,25.368,27.511,92.11,92.885,2366.928,2377.393,35.821,32.877,35.448,35.616,7.463,6.849,41.045,45.205,0.376,0.373,3.975,2.994,3.694,2.99,5.062,3.494,0.775,10.465,1.849,6.153,13.793,3.832,5.034,4.371,19.7,12.0,4.593,6.75,2024-08-16
681293,2024,2024-08-16,HOU,CWS,27.682,35.246,10.73,7.377,16.953,27.869,30.67,35.181,26.419,31.718,92.139,92.561,2368.165,2396.018,35.252,30.882,36.331,42.647,8.633,11.765,41.727,45.588,0.383,0.41,3.945,3.296,3.517,2.59,4.893,3.228,0.422,27.853,4.512,10.916,16.854,3.31,3.857,3.338,21.0,22.727,3.095,0.0,2024-08-22
681293,2024,2024-08-22,HOU,BAL,27.291,33.333,10.591,6.504,16.701,26.829,30.488,33.753,26.454,30.085,92.145,92.55,2370.848,2391.788,35.473,27.397,36.824,47.945,8.784,12.329,41.216,45.205,0.38,0.396,4.106,3.767,3.57,2.911,4.985,4.2,0.405,20.939,3.264,10.129,13.483,3.63,5.034,4.32,19.7,24.138,2.576,0.0,2024-08-28
681293,2024,2024-08-28,HOU,PHI,27.29,36.975,10.331,6.723,16.959,30.252,30.456,35.01,26.283,31.739,92.19,92.607,2371.497,2398.717,34.727,28.788,36.977,45.455,8.36,10.606,41.479,46.97,0.378,0.377,3.975,3.567,3.545,2.462,4.723,3.0,0.416,27.22,4.554,13.293,12.903,3.72,5.85,4.9,20.0,-27.273,18.843,94.5,2024-09-04
681293,2024,2024-09-04,HOU,CIN,27.86,37.903,10.517,8.065,17.343,29.839,30.672,34.783,26.82,34.468,92.225,92.681,2369.046,2383.115,34.769,30.303,36.615,39.394,8.0,10.606,40.308,39.394,0.375,0.385,3.838,2.721,3.484,2.306,4.426,1.989,0.456,14.07,4.11,12.496,18.293,3.199,2.793,3.824,19.3,22.222,2.796,2.7,2024-09-10
681293,2024,2024-09-10,HOU,ATH,27.306,31.532,10.85,9.91,16.456,21.622,30.55,32.779,26.595,31.527,92.24,92.787,2368.093,2373.008,35.135,32.308,36.036,38.462,8.108,10.769,40.541,38.462,0.379,0.395,4.013,4.15,3.568,3.114,4.916,4.388,0.548,4.915,2.229,5.166,16.364,3.411,2.842,4.047,12.7,9.091,4.379,3.857,2024-09-16
681293,2024,2024-09-16,HOU,SD,27.241,25.439,10.517,9.649,16.724,15.789,30.523,29.882,26.548,27.094,92.187,92.414,2369.825,2377.746,35.227,35.135,35.795,33.784,7.955,5.405,40.057,33.784,0.379,0.365,3.981,4.125,3.528,3.57,4.802,4.443,0.227,7.921,-0.64,-0.935,,,,,,27.273,2.301,3.176,2024-09-22
681293,2024,2024-09-22,HOU,LAA,26.744,24.324,10.299,9.009,16.445,15.315,30.097,28.341,25.979,23.944,92.197,92.454,2366.812,2346.867,35.405,35.135,35.676,31.081,7.838,4.054,39.73,33.784,0.382,0.388,4.025,3.684,3.558,3.505,4.769,3.857,0.257,-19.945,-1.756,-1.13,,,,,,9.091,4.169,0.0,2024-09-27
686730,2024,2024-06-17,CIN,PIT,18.75,18.75,5.0,5.0,13.75,13.75,30.0,30.0,18.367,18.367,91.879,91.879,2302.749,2302.749,33.898,33.898,37.288,37.288,5.085,5.085,32.203,32.203,0.334,0.334,2.169,2.169,3.87,3.87,2.793,2.793,0.0,0.0,0.0,0.0,18.085,3.992,4.985,4.715,21.7,15.385,3.179,4.5,2024-06-24
686730,2024,2024-06-24,CIN,PIT,18.868,22.619,4.717,2.381,14.151,20.238,29.188,29.712,19.024,20.238,91.618,91.57,2307.347,2309.479,35.443,39.344,31.646,26.23,5.063,4.918,34.177,37.705,0.344,0.358,2.113,1.6,3.588,2.721,3.553,2.531,-0.049,2.132,0.525,6.087,19.118,4.304,5.17,5.781,15.7,13.043,5.506,3.0,2024-06-29
686730,2024,2024-06-29,CIN,STL,18.939,21.429,4.545,3.061,14.394,18.367,28.953,29.032,19.522,20.103,91.394,91.311,2301.572,2307.071,39.394,43.056,30.303,23.611,4.04,4.167,34.343,37.5,0.334,0.351,2.079,1.744,3.51,2.788,3.734,2.959,-0.083,5.499,0.079,3.973,19.048,3.775,4.295,5.282,14.7,4.167,6.624,7.714,2024-07-05
686730,2024,2024-07-05,CIN,DET,18.71,21.818,4.516,3.636,14.194,18.182,28.596,27.88,19.723,20.091,91.226,91.06,2300.953,2308.13,36.752,39.506,36.752,35.802,5.128,6.173,35.043,37.037,0.329,0.322,2.457,2.248,3.831,3.372,3.616,3.333,-0.166,7.178,-0.716,3.988,26.667,2.801,3.522,3.687,15.3,42.857,0.696,5.4,2024-07-12
686730,2024,2024-07-12,CIN,MIA,17.877,19.835,5.028,4.959,12.849,14.876,27.477,26.824,18.127,18.615,91.029,90.579,2312.995,2327.703,36.029,38.889,39.706,40.0,7.353,7.778,36.029,36.667,0.347,0.339,3.457,3.876,4.141,3.941,4.071,4.129,-0.45,14.708,-0.653,2.027,15.152,4.039,6.457,5.578,15.3,11.111,4.195,0.0,2024-07-29
686730,2024,2024-07-29,CIN,CHC,20.5,21.667,4.5,4.167,16.0,17.5,27.91,26.609,19.894,20.87,90.976,90.444,2313.28,2319.48,37.162,39.326,39.189,40.449,6.757,7.865,35.811,38.202,0.341,0.346,3.313,4.112,3.775,3.708,4.213,5.205,-0.532,6.201,-1.301,1.5,13.333,4.117,9.857,7.624,21.0,23.81,3.468,5.062,2024-08-04
686730,2024,2024-08-04,CIN,SF,20.642,22.321,5.046,5.357,15.596,16.964,27.306,25.581,19.804,20.588,90.953,90.395,2321.2,2332.818,37.5,39.506,39.375,46.914,6.875,8.642,36.875,39.506,0.341,0.339,3.254,4.338,3.815,4.03,3.808,4.05,-0.558,11.617,-1.724,1.368,10.476,4.468,10.35,8.3,20.0,11.111,4.494,14.4,2024-08-09
686730,2024,2024-08-09,CIN,MIL,20.921,23.364,4.603,4.673,16.318,18.692,27.033,24.823,19.383,19.212,90.911,90.391,2320.609,2341.131,36.364,32.468,40.341,53.247,7.386,11.688,36.364,38.961,0.348,0.367,3.519,5.254,3.783,4.111,3.924,4.154,-0.52,20.522,-2.21,2.374,11.828,4.287,9.0,7.267,18.0,26.667,1.221,6.75,2024-08-14
686730,2024,2024-08-20,CIN,TOR,21.708,28.431,5.338,5.882,16.37,22.549,27.922,28.641,19.619,22.165,90.783,90.4,2312.938,2312.848,36.634,37.879,39.109,37.879,7.426,7.576,36.139,36.364,0.359,0.383,3.715,4.187,3.732,2.986,4.846,6.261,-0.383,-0.09,0.719,6.179,7.229,5.415,5.824,5.924,17.0,7.143,5.216,0.0,2024-08-25
686730,2024,2024-09-24,CIN,CLE,19.898,18.841,6.378,11.594,13.52,7.246,27.609,27.574,19.332,17.742,91.125,92.114,2313.797,2337.115,36.268,27.66,40.141,46.809,10.563,17.021,39.085,42.553,0.391,0.482,4.879,6.946,4.14,5.476,5.86,7.615,0.988,23.317,-0.036,-6.274,,,,,,,,,
543243,2024,2024-04-27,STL,NYM,35.938,35.938,1.562,1.562,34.375,34.375,34.934,34.934,25.664,25.664,91.361,91.361,2544.963,2544.963,47.5,47.5,32.5,32.5,2.5,2.5,27.5,27.5,0.32,0.32,0.571,0.571,1.714,1.714,1.059,1.059,0.0,0.0,0.0,0.0,22.881,2.585,4.447,3.771,28.3,20.0,2.455,0.0,2024-05-03
543243,2024,2024-05-03,STL,CWS,35.955,35.955,4.494,4.494,31.461,31.461,34.891,34.891,28.571,28.571,91.373,91.373,2572.513,2572.513,41.509,41.509,33.962,33.962,3.774,3.774,26.415,26.415,0.347,0.347,1.404,1.404,2.009,2.009,2.348,2.348,0.0,0.0,0.0,0.0,25.0,2.413,6.152,3.746,26.3,20.833,2.795,10.8,2024-05-09
543243,2024,2024-05-09,STL,MIL,33.333,33.333,4.386,4.386,28.947,28.947,33.494,33.494,26.368,26.368,91.39,91.39,2570.807,2570.807,46.479,46.479,29.577,29.577,4.225,4.225,29.577,29.577,0.345,0.345,1.5,1.5,2.113,2.113,1.8,1.8,0.0,0.0,0.0,0.0,22.321,2.712,5.192,2.677,26.0,25.0,2.038,7.941,2024-05-14
543243,2024,2024-05-14,STL,LAA,31.884,32.5,4.348,5.0,27.536,27.5,33.002,33.941,25.417,27.404,91.582,91.66,2585.524,2598.749,42.529,40.541,29.885,28.378,8.046,9.459,35.632,36.486,0.401,0.415,2.586,2.833,2.211,2.147,3.086,3.6,0.078,13.225,0.939,-0.036,23.636,2.676,3.622,2.112,27.3,17.391,3.595,4.5,2024-05-20
543243,2024,2024-05-20,STL,BAL,31.928,33.071,4.819,6.299,27.108,26.772,34.291,35.526,26.667,29.167,91.51,91.655,2594.611,2613.842,40.777,38.667,29.126,25.333,7.767,9.333,33.981,36.0,0.406,0.441,2.682,3.267,2.186,2.047,3.762,5.1,0.145,19.231,1.236,-0.337,21.053,2.783,2.826,1.844,28.7,33.333,1.918,0.0,2024-05-26
543243,2024,2024-05-26,STL,CHC,31.217,28.8,5.291,7.2,25.926,21.6,33.971,33.481,25.846,25.943,91.654,91.817,2580.435,2600.223,43.22,41.026,30.508,29.487,7.627,10.256,33.898,37.179,0.389,0.424,2.886,4.212,2.368,2.742,3.857,5.461,0.163,19.788,-0.489,-4.326,22.034,2.806,2.903,2.165,31.0,30.435,1.498,7.2,2024-06-01
543243,2024,2024-06-01,STL,PHI,32.367,29.661,5.797,6.78,26.57,22.881,34.085,33.487,27.019,25.854,91.636,91.861,2566.007,2560.435,44.444,46.575,30.952,28.767,7.143,9.589,34.127,39.726,0.38,0.404,2.71,3.771,2.327,2.585,3.506,4.447,0.225,-5.572,-0.598,-3.689,20.339,2.966,2.641,2.22,30.7,5.0,4.49,5.786,2024-06-06
543243,2024,2024-06-06,STL,COL,33.478,33.621,6.522,8.621,26.957,25.0,34.167,34.824,26.786,27.225,91.62,91.882,2568.292,2565.437,44.118,41.538,30.147,30.769,8.824,13.846,36.029,43.077,0.389,0.437,2.55,3.746,2.253,2.413,3.834,6.152,0.262,-2.855,0.657,-1.957,23.14,2.558,3.228,2.285,30.7,30.769,2.025,1.286,2024-06-12
543243,2024,2024-06-12,STL,PIT,32.8,33.929,7.6,11.607,25.2,22.321,33.118,33.255,26.606,28.061,91.53,91.461,2571.337,2552.377,46.259,51.667,29.932,30.0,8.844,10.0,37.415,40.0,0.387,0.366,2.625,2.677,2.424,2.712,3.984,5.192,-0.069,-18.959,0.137,-2.879,20.968,2.705,3.815,2.383,30.7,7.407,3.847,1.227,2024-06-17
543243,2024,2024-06-17,STL,MIA,32.971,34.545,7.246,10.909,25.725,23.636,32.742,30.569,26.349,25.888,91.43,91.309,2582.29,2563.646,46.626,56.667,30.061,31.667,8.589,10.0,39.877,50.0,0.384,0.347,2.453,2.112,2.383,2.676,3.706,3.622,-0.121,-18.644,-2.173,-2.088,24.742,2.346,4.629,2.243,23.3,36.364,2.309,1.286,2024-06-23
543243,2024,2024-06-23,STL,SF,31.353,31.579,7.261,10.526,24.092,21.053,31.876,28.469,25.898,25.98,91.378,90.96,2586.738,2596.281,47.283,54.545,29.348,27.273,9.239,12.121,40.217,51.515,0.384,0.375,2.489,1.844,2.526,2.783,3.465,2.826,-0.418,9.543,-3.407,-3.04,25.243,2.175,6.171,3.743,23.3,21.739,2.453,5.786,2024-06-29
543243,2024,2024-06-29,STL,CIN,31.692,30.508,6.769,8.475,24.923,22.034,32.343,29.245,25.972,24.155,91.282,90.727,2580.996,2604.5,46.97,51.389,30.808,30.556,9.091,12.5,38.889,47.222,0.374,0.365,2.505,2.165,2.507,2.806,3.279,2.903,-0.555,23.504,-3.098,-2.889,23.81,2.154,6.943,3.914,23.3,21.739,1.812,9.643,2024-07-05
543243,2024,2024-07-05,STL,WSH,31.322,27.119,6.609,6.78,24.713,20.339,32.126,28.14,26.136,25.0,91.207,90.551,2584.42,2610.035,46.479,50.649,30.516,31.169,8.451,7.792,39.437,45.455,0.375,0.351,2.433,2.22,2.504,2.966,3.414,2.641,-0.656,25.615,-3.986,-4.374,25.926,2.122,5.26,3.606,25.7,20.69,2.667,3.857,2024-07-12
543243,2024,2024-07-12,STL,CHC,30.997,27.273,6.469,4.132,24.528,23.14,31.738,28.738,25.602,23.684,91.216,90.656,2575.468,2582.84,46.491,46.914,29.386,28.395,8.772,8.642,40.351,45.679,0.383,0.377,2.511,2.285,2.469,2.558,3.731,3.228,-0.56,7.373,-3.0,-1.388,25.472,2.298,4.909,4.23,25.7,35.714,1.738,6.429,2024-07-20
543243,2024,2024-07-20,STL,ATL,30.25,24.194,6.0,3.226,24.25,20.968,31.575,28.924,25.209,22.881,91.237,90.87,2570.091,2546.839,45.817,44.318,29.084,27.273,7.968,6.818,39.044,37.5,0.386,0.391,2.431,2.383,2.483,2.705,3.74,3.815,-0.367,-23.252,-2.652,-3.282,21.774,2.608,5.337,4.286,28.7,16.0,2.349,9.643,2024-07-26
543243,2024,2024-07-26,STL,WSH,30.607,28.8,5.607,1.6,25.0,27.2,32.062,32.517,25.624,25.0,91.234,90.922,2564.171,2515.459,45.725,42.353,29.74,30.588,8.922,8.235,39.777,38.824,0.405,0.451,2.778,3.496,2.434,2.206,3.918,5.044,-0.311,-48.713,0.455,2.2,22.222,2.776,5.157,5.021,29.7,30.769,1.811,2.571,2024-08-01
543243,2024,2024-08-01,STL,CHC,30.464,27.344,5.96,3.906,24.503,23.438,32.071,31.373,26.06,26.271,91.202,91.013,2562.564,2518.563,45.936,43.529,28.622,23.529,9.187,9.412,39.576,41.176,0.41,0.494,2.747,3.457,2.43,2.204,4.16,6.75,-0.19,-44.001,-0.698,-1.066,19.835,3.061,5.023,5.333,28.7,18.519,3.309,2.571,2024-08-06
543243,2024,2024-08-06,STL,TB,30.689,29.008,5.846,3.817,24.843,25.191,32.12,32.104,26.322,26.809,91.165,91.044,2561.656,2497.159,45.819,44.186,28.428,23.256,9.365,11.628,40.134,41.86,0.413,0.51,2.751,3.66,2.393,2.075,4.065,5.934,-0.121,-64.497,-0.016,0.347,20.833,2.937,4.765,4.829,28.3,31.818,1.896,10.8,2024-08-12
543243,2024,2024-08-12,STL,CIN,30.237,28.148,5.731,3.704,24.506,24.444,32.063,32.985,26.304,28.27,91.12,90.831,2560.839,2517.063,45.768,43.956,28.84,27.473,9.091,9.89,38.871,35.165,0.408,0.47,2.802,3.62,2.445,2.377,3.981,4.684,-0.289,-43.776,0.922,-0.061,18.367,3.16,3.471,4.043,23.3,12.5,3.696,3.6,2024-08-18
543243,2024,2024-08-18,STL,LAD,30.682,32.031,5.871,5.469,24.811,26.562,32.085,33.693,26.561,30.837,91.102,90.642,2562.36,2536.0,45.455,44.304,29.091,29.114,9.394,13.924,38.788,37.975,0.409,0.481,3.023,4.926,2.424,2.232,4.245,5.87,-0.46,-26.36,1.608,1.752,22.917,2.665,2.959,3.1,24.3,18.519,3.271,7.941,2024-08-24
543243,2024,2024-08-24,STL,MIN,30.435,29.839,6.159,8.065,24.275,21.774,32.028,31.915,26.95,31.416,91.087,90.576,2558.983,2540.844,45.217,43.421,28.986,26.316,9.565,11.842,38.841,35.526,0.413,0.439,3.1,4.286,2.471,2.608,4.221,5.337,-0.512,-18.14,-0.113,-2.501,26.316,2.336,1.849,1.703,24.3,19.048,3.013,1.5,2024-08-29
543243,2024,2024-08-29,STL,SD,30.225,29.365,6.218,7.143,24.007,22.222,32.231,32.777,27.413,32.051,91.054,90.529,2558.358,2543.535,45.028,41.772,29.282,31.646,9.945,12.658,39.227,37.975,0.417,0.44,3.229,5.021,2.503,2.776,4.371,5.157,-0.525,-14.823,0.546,-1.785,28.378,2.114,1.964,0.973,18.3,23.077,2.796,1.35,2024-09-04
543243,2024,2024-09-04,STL,MIL,29.833,26.446,6.0,6.612,23.833,19.835,32.14,32.211,26.877,28.947,91.082,90.785,2549.217,2504.261,44.855,41.25,29.288,32.5,9.763,11.25,39.842,38.75,0.416,0.426,3.258,5.333,2.524,3.061,4.253,5.023,-0.297,-44.957,0.071,-3.999,31.25,1.725,2.314,0.7,11.7,31.818,1.598,1.5,2024-09-12
543243,2024,2024-09-12,STL,CIN,29.712,27.5,5.911,6.667,23.802,20.833,32.061,32.051,26.868,29.148,91.103,91.04,2542.908,2475.822,44.836,41.026,29.471,32.051,9.32,10.256,38.791,38.462,0.407,0.406,3.179,4.829,2.536,2.937,4.127,4.765,-0.063,-67.086,-0.009,-2.969,,,,,,30.769,1.859,3.176,2024-09-18
