pitcher,season,date,team,opp,asof_k_pct,l5_k_pct,asof_bb_pct,l5_bb_pct,asof_k_bb_pct,l5_k_bb_pct,asof_csw,l5_csw,asof_whiff,l5_whiff,asof_velo,l5_velo,asof_spin,l5_spin,asof_gb_pct,l5_gb_pct,asof_fb_pct,l5_fb_pct,asof_barrel_pct,l5_barrel_pct,asof_hardhit_pct,l5_hardhit_pct,asof_xwobacon,l5_xwobacon,asof_fip,l5_fip,asof_xfip,l5_xfip,asof_ra9,l5_ra9,delta_velo,delta_spin,delta_csw,delta_k_bb_pct,fwd30_k_bb_pct,fwd30_xfip,fwd30_ra9,fwd30_fip,fwd30_ip,fwd1_k_bb_pct,fwd1_xfip,fwd1_ra9,fwd1_end
592866,2023,2023-04-08,WSH,COL,15.116,15.116,9.302,9.302,5.814,5.814,21.864,21.864,15.493,15.493,89.576,89.576,2093.41,2093.41,45.312,45.312,46.875,46.875,4.688,4.688,14.062,14.062,0.392,0.392,5.732,5.732,5.355,5.355,5.684,5.684,0.0,0.0,0.0,0.0,9.821,4.141,3.197,4.6,25.3,0.0,4.169,0.0,2023-04-14
592866,2023,2023-04-14,WSH,CLE,15.888,15.888,7.477,7.477,8.411,8.411,22.071,22.071,15.183,15.183,89.465,89.465,2100.118,2100.118,40.741,40.741,44.444,44.444,4.938,4.938,14.815,14.815,0.386,0.386,4.826,4.826,4.901,4.901,4.808,4.808,0.0,0.0,0.0,0.0,12.0,4.332,3.522,4.578,23.0,13.636,4.011,3.0,2023-04-21
592866,2023,2023-04-21,WSH,MIN,14.844,14.851,7.812,6.931,7.031,7.921,21.645,21.739,13.675,13.441,89.408,89.408,2097.986,2097.986,42.268,44.156,39.175,35.065,5.155,6.494,19.588,24.675,0.372,0.372,4.617,4.333,4.783,4.389,4.034,2.219,0.0,0.0,0.094,0.89,12.621,4.115,3.913,4.491,23.0,7.407,4.793,7.2,2023-04-27
592866,2023,2023-04-27,WSH,NYM,15.333,14.0,7.333,6.0,8.0,8.0,22.523,22.09,14.388,13.171,89.352,89.352,2092.288,2092.288,42.982,46.154,39.474,33.333,7.895,11.538,22.807,33.333,0.391,0.391,4.586,4.276,4.651,4.27,3.857,2.554,0.0,0.0,-0.432,0.0,13.131,4.129,3.423,5.044,23.7,14.286,3.564,0.0,2023-05-02
592866,2023,2023-05-02,WSH,CHC,15.254,15.044,7.345,5.31,7.91,9.735,22.923,23.06,14.815,14.783,89.536,89.572,2090.155,2099.565,42.222,41.573,38.519,34.831,8.889,13.483,25.185,33.708,0.405,0.405,4.675,4.485,4.668,4.267,4.275,3.808,0.037,9.41,0.137,1.825,9.804,4.53,5.704,5.931,23.7,14.286,4.247,6.231,2023-05-07
592866,2023,2023-05-07,WSH,AZ,15.657,16.071,7.071,5.357,8.586,10.714,23.202,24.017,15.574,15.625,89.603,89.61,2097.778,2098.951,41.722,39.08,37.748,31.034,8.609,11.494,26.49,35.632,0.399,0.4,4.379,3.404,4.539,3.949,3.772,2.392,0.007,1.173,0.815,2.128,8.333,4.614,5.04,5.94,25.0,11.111,6.087,0.0,2023-05-13
592866,2023,2023-05-13,WSH,NYM,16.438,16.964,7.306,7.143,9.132,9.821,22.965,23.684,14.888,14.623,89.706,89.83,2101.792,2102.654,40.606,40.476,38.182,32.143,10.303,15.476,28.485,41.667,0.405,0.413,4.711,4.6,4.513,4.141,3.987,3.197,0.124,0.862,0.719,0.689,10.656,4.161,5.205,5.883,27.7,16.0,3.179,4.5,2023-05-18
592866,2023,2023-05-18,WSH,MIA,16.228,18.0,7.018,6.0,9.211,12.0,22.611,23.737,14.657,15.873,89.692,89.92,2094.157,2091.088,39.306,35.526,39.884,40.789,10.405,17.105,29.48,42.105,0.396,0.413,4.6,4.578,4.584,4.332,3.808,3.522,0.228,-3.069,1.127,2.789,6.723,4.633,6.231,6.523,26.0,8.696,4.77,4.765,2023-05-24
592866,2023,2023-05-24,WSH,SD,16.601,18.447,6.719,5.825,9.881,12.621,23.295,24.372,15.598,17.368,89.766,90.177,2102.06,2111.759,39.791,35.065,38.743,37.662,9.948,12.987,28.796,37.662,0.384,0.378,4.548,4.491,4.438,4.115,3.879,3.913,0.411,9.699,1.077,2.74,8.547,4.191,5.192,5.254,26.0,0.0,5.344,10.125,2023-05-29
592866,2023,2023-05-29,WSH,LAD,17.029,20.202,7.246,7.071,9.783,13.131,23.378,24.121,15.278,16.111,89.765,90.049,2109.988,2134.519,39.32,33.803,39.32,40.845,10.68,14.085,29.612,38.028,0.388,0.367,4.812,5.044,4.468,4.129,3.958,3.423,0.284,24.531,0.743,3.349,11.404,3.865,4.378,5.573,24.7,7.407,4.683,3.176,2023-06-04
592866,2023,2023-06-04,WSH,PHI,16.667,18.627,7.667,8.824,9.0,9.804,23.199,23.192,15.818,16.304,89.754,89.978,2115.322,2141.177,40.179,36.986,38.839,41.096,10.268,13.699,29.911,36.986,0.388,0.372,4.912,5.931,4.536,4.53,4.435,5.704,0.224,25.855,-0.007,0.804,9.091,4.24,4.875,5.808,24.0,21.739,2.795,3.6,2023-06-11
592866,2023,2023-06-11,WSH,ATL,17.125,18.519,8.257,10.185,8.869,8.333,23.729,25.24,16.498,19.895,89.699,89.687,2117.593,2144.147,39.004,35.526,38.589,39.474,10.788,11.842,31.95,39.474,0.399,0.391,5.122,5.94,4.547,4.614,4.339,5.04,-0.012,26.553,1.512,-0.535,6.087,4.455,5.4,5.5,25.0,-4.545,5.634,10.385,2023-06-16
592866,2023,2023-06-16,WSH,MIA,17.714,20.492,8.0,9.836,9.714,10.656,23.961,26.452,17.268,22.43,89.705,89.726,2116.982,2154.65,40.078,41.667,38.132,34.524,10.506,10.714,31.907,36.905,0.394,0.391,5.046,5.883,4.437,4.161,4.293,5.205,0.021,37.669,2.491,0.941,12.621,3.781,4.243,5.029,23.3,19.048,2.744,0.0,2023-06-21
592866,2023,2023-06-21,WSH,STL,17.204,18.487,8.333,11.765,8.871,6.723,24.131,25.877,16.866,19.802,89.66,89.458,2114.864,2139.186,40.511,42.169,37.226,33.735,10.584,12.048,32.482,40.964,0.397,0.419,5.16,6.523,4.499,4.633,4.607,6.231,-0.202,24.322,1.747,-2.148,7.619,4.396,5.162,6.188,22.7,14.286,3.719,6.75,2023-06-26
592866,2023,2023-06-26,WSH,SEA,17.303,17.949,7.888,9.402,9.415,8.547,24.512,27.231,16.903,21.0,89.649,89.367,2113.961,2123.608,41.237,45.882,36.426,29.412,9.966,8.235,32.99,41.176,0.393,0.402,4.94,5.254,4.388,4.191,4.316,5.192,-0.282,9.647,2.719,-0.868,7.339,4.635,5.178,5.401,24.3,-4.348,6.591,5.4,2023-07-02
592866,2023,2023-07-02,WSH,PHI,17.391,19.298,7.729,7.895,9.662,11.404,24.554,28.14,16.956,20.101,89.653,89.363,2115.472,2115.9,41.368,44.578,36.156,28.916,9.772,8.434,33.876,44.578,0.394,0.409,5.086,5.573,4.359,3.865,4.42,4.378,-0.29,0.428,3.586,1.742,6.422,4.68,6.171,5.114,23.3,7.143,3.93,6.0,2023-07-07
592866,2023,2023-07-07,WSH,TEX,16.705,15.455,7.78,6.364,8.924,9.091,24.211,25.672,16.539,16.667,89.674,89.588,2116.247,2111.656,40.979,46.512,36.697,31.395,9.48,5.814,34.862,43.023,0.389,0.364,5.289,5.808,4.472,4.24,4.47,4.875,-0.086,-4.592,1.461,0.166,6.173,4.939,6.231,5.869,17.3,50.0,0.471,3.375,2023-07-14
592866,2023,2023-07-14,WSH,STL,16.774,13.913,7.957,7.826,8.817,6.087,23.72,22.989,16.232,13.043,89.602,89.271,2123.274,2143.658,40.922,43.333,35.735,28.889,8.934,4.444,35.447,45.556,0.387,0.369,5.154,5.5,4.441,4.455,4.557,5.4,-0.332,20.384,-0.732,-2.73,6.957,5.205,8.366,7.748,23.7,-4.348,5.395,3.6,2023-07-19
592866,2023,2023-07-19,WSH,CHC,17.474,18.447,7.789,5.825,9.684,12.621,24.254,24.688,16.763,16.41,89.571,89.23,2123.27,2155.809,41.026,42.857,35.897,31.169,9.117,3.896,35.328,45.455,0.388,0.359,5.131,5.029,4.343,3.781,4.528,4.243,-0.342,32.538,0.434,2.937,9.783,5.154,9.643,8.082,18.7,12.0,4.943,6.353,2023-07-25
592866,2023,2023-07-25,WSH,COL,16.867,15.238,7.831,7.619,9.036,7.619,23.952,21.986,16.903,16.901,89.565,89.27,2125.705,2166.983,41.509,42.5,35.31,31.25,8.895,5.0,35.58,45.0,0.387,0.367,5.192,6.188,4.389,4.396,4.487,5.162,-0.295,41.278,-1.966,-1.417,7.778,5.25,7.579,7.679,19.0,-8.696,7.342,11.25,2023-07-30
592866,2023,2023-07-30,WSH,NYM,16.635,13.761,7.457,6.422,9.178,7.339,23.838,21.247,16.96,16.972,89.482,88.86,2125.488,2162.091,39.949,34.884,36.132,36.047,8.651,4.651,35.878,43.023,0.386,0.36,5.151,5.401,4.416,4.635,4.576,5.178,-0.622,36.602,-2.591,-1.838,12.632,4.547,5.318,6.509,22.0,26.087,2.665,11.571,2023-08-08
592866,2023,2023-08-08,WSH,PHI,16.3,14.679,7.875,8.257,8.425,6.422,23.78,22.172,16.617,16.901,89.446,88.663,2123.249,2147.336,40.0,36.145,36.098,33.735,8.537,4.819,35.854,39.759,0.383,0.365,5.256,5.114,4.512,4.68,4.795,6.171,-0.783,24.087,-1.608,-2.003,9.375,5.068,6.857,7.529,21.0,9.524,6.088,10.385,2023-08-13
592866,2023,2023-08-13,WSH,ATH,16.872,17.308,7.733,6.731,9.139,10.577,23.94,24.828,16.969,20.0,89.419,88.7,2121.727,2115.66,39.765,34.615,36.235,38.462,8.706,7.692,36.0,38.462,0.389,0.395,5.397,6.555,4.444,4.457,5.045,7.364,-0.719,-6.067,0.888,1.438,8.0,4.926,6.429,6.433,21.0,4.348,5.26,0.0,2023-08-20
592866,2023,2023-08-20,WSH,PHI,16.949,14.783,7.797,7.826,9.153,6.957,23.851,22.316,16.82,17.04,89.407,88.777,2120.91,2111.842,39.091,31.461,37.273,42.697,9.545,11.236,35.909,38.202,0.399,0.439,5.604,7.748,4.498,5.205,5.221,8.366,-0.63,-9.068,-1.535,-2.196,6.742,4.829,9.529,7.394,17.0,10.714,4.237,2.571,2023-08-27
592866,2023,2023-08-27,WSH,MIA,16.966,17.391,7.993,8.696,8.972,8.696,23.665,22.505,16.652,15.566,89.381,88.602,2118.748,2089.31,39.035,28.235,37.719,48.235,9.43,11.765,35.746,36.471,0.395,0.428,5.501,6.911,4.532,5.18,4.993,7.297,-0.779,-29.438,-1.16,-0.277,4.918,5.242,14.4,9.5,10.0,12.5,5.133,22.091,2023-09-02
592866,2023,2023-09-02,WSH,MIA,17.005,18.644,7.956,10.169,9.048,8.475,23.762,23.444,16.752,15.789,89.363,88.856,2119.78,2095.599,39.413,36.905,37.736,45.238,9.224,11.905,35.22,32.143,0.388,0.398,5.447,6.792,4.517,4.977,4.875,6.231,-0.507,-24.18,-0.318,-0.574,,,,,,4.0,5.401,8.308,2023-09-10
592866,2023,2023-09-10,WSH,LAD,16.842,19.328,7.669,6.723,9.173,12.605,23.665,23.158,16.831,17.808,89.33,88.778,2120.88,2109.649,39.157,35.227,37.952,46.591,9.839,15.909,35.542,34.091,0.4,0.469,5.7,7.814,4.533,4.631,5.302,7.714,-0.552,-11.231,-0.507,3.432,,,,,,-8.333,5.1,13.5,2023-09-16
592866,2023,2023-09-16,WSH,MIL,16.812,16.529,7.826,8.264,8.986,8.264,23.463,21.263,16.733,15.566,89.294,88.637,2117.095,2092.764,38.911,34.831,37.938,46.067,9.728,14.607,35.798,34.831,0.402,0.461,5.718,7.324,4.557,5.125,5.388,7.105,-0.657,-24.331,-2.2,-0.721,,,,,,10.0,2.5,5.4,2023-09-29
592866,2023,2023-09-29,WSH,ATL,16.667,15.179,7.977,8.929,8.689,6.25,23.411,21.192,16.576,15.271,89.305,88.759,2117.377,2098.568,39.197,39.759,37.285,37.349,9.56,9.639,35.946,36.145,0.403,0.421,5.71,6.317,4.564,4.941,5.494,7.043,-0.546,-18.808,-2.219,-2.439,,,,,,,,,
664285,2023,2023-04-04,HOU,DET,18.182,18.182,4.545,4.545,13.636,13.636,30.833,30.833,24.299,24.299,94.847,94.847,2158.139,2158.139,73.469,73.469,4.082,4.082,0.0,0.0,20.408,20.408,0.317,0.317,2.122,2.122,2.317,2.317,1.761,1.761,0.0,0.0,0.0,0.0,17.557,2.568,3.273,3.555,33.0,0.0,4.241,2.571,2023-04-10
664285,2023,2023-04-10,HOU,PIT,22.34,22.34,4.255,4.255,18.085,18.085,31.778,31.778,27.273,27.273,94.826,94.826,2173.008,2173.008,68.657,68.657,4.478,4.478,2.985,2.985,26.866,26.866,0.345,0.345,1.715,1.715,1.922,1.922,2.492,2.492,0.0,0.0,0.0,0.0,26.316,1.906,2.912,2.688,34.0,20.0,2.763,3.0,2023-04-16
664285,2023,2023-04-16,HOU,TEX,21.488,21.488,7.438,7.438,14.05,14.05,31.111,31.111,26.263,26.263,94.714,94.714,2165.156,2165.156,69.88,69.88,6.024,6.024,3.614,3.614,30.12,30.12,0.341,0.341,2.681,2.681,2.489,2.489,2.512,2.512,0.0,0.0,0.0,0.0,27.907,1.723,3.656,3.006,32.0,31.034,1.383,3.857,2023-04-22
664285,2023,2023-04-22,HOU,ATL,22.603,22.4,7.534,7.2,15.068,15.2,30.769,30.538,27.197,26.316,94.807,94.807,2170.577,2170.577,68.687,70.93,9.091,9.302,4.04,4.651,32.323,37.209,0.342,0.342,2.523,2.567,2.536,2.532,2.596,2.7,0.0,0.0,-0.232,0.132,26.154,1.833,2.647,2.365,34.0,10.714,2.884,3.857,2023-04-28
664285,2023,2023-04-28,HOU,PHI,24.0,25.954,6.286,6.107,17.714,19.847,31.132,31.185,25.965,26.267,94.973,95.057,2180.839,2187.543,68.067,65.517,10.924,13.793,6.723,9.195,37.815,49.425,0.394,0.394,2.812,2.94,2.342,2.268,2.808,2.872,0.085,6.703,0.053,2.133,25.984,1.901,2.182,2.1,33.0,27.273,1.433,3.0,2023-05-03
664285,2023,2023-05-03,HOU,SF,22.167,24.088,5.419,5.839,16.749,18.248,29.262,28.515,23.41,23.013,95.127,95.214,2184.069,2192.07,66.667,63.158,11.111,14.737,7.639,11.579,38.194,47.368,0.402,0.417,2.997,3.4,2.42,2.468,2.959,3.51,0.086,8.002,-0.747,1.499,25.191,2.083,1.588,2.1,34.0,41.379,1.221,1.125,2023-05-09
664285,2023,2023-05-09,HOU,LAA,23.556,24.427,5.778,6.87,17.778,17.557,29.904,28.6,24.138,21.973,95.13,95.295,2186.501,2193.929,67.949,67.416,10.256,14.607,7.051,10.112,38.462,47.191,0.396,0.415,2.826,3.555,2.312,2.568,2.963,3.273,0.164,7.427,-1.304,-0.221,17.46,2.674,2.348,2.415,30.7,28.571,1.721,9.0,2023-05-15
664285,2023,2023-05-15,HOU,CHC,25.591,29.323,5.118,3.008,20.472,26.316,30.695,30.309,24.711,23.404,95.2,95.615,2183.948,2200.28,65.698,61.798,12.791,19.101,6.977,10.112,38.372,46.067,0.392,0.422,2.685,2.688,2.173,1.906,2.729,2.912,0.415,16.333,-0.386,5.843,16.794,2.874,1.337,2.031,33.7,23.333,1.877,0.0,2023-05-21
664285,2023,2023-05-21,HOU,ATH,26.545,31.008,5.455,3.101,21.091,27.907,30.604,30.417,25.106,22.944,95.226,95.709,2187.21,2206.793,63.934,58.333,13.661,19.048,8.197,13.095,40.984,51.19,0.415,0.473,2.755,3.006,2.146,1.723,3.105,3.656,0.483,19.583,-0.188,6.816,17.829,2.837,1.929,1.967,32.7,8.0,3.432,1.5,2023-05-27
664285,2023,2023-05-27,HOU,ATH,26.23,29.231,4.918,3.077,21.311,26.154,30.442,29.555,24.462,22.566,95.287,95.674,2190.845,2203.353,63.592,57.471,13.107,16.092,7.282,8.046,39.32,41.379,0.397,0.399,2.611,2.365,2.114,1.833,2.736,2.647,0.386,12.507,-0.888,4.842,20.192,2.703,2.025,1.75,26.7,23.077,2.383,0.0,2023-06-02
664285,2023,2023-06-02,HOU,LAA,25.758,31.496,5.455,5.512,20.303,25.984,29.935,30.977,24.412,26.087,95.318,95.597,2192.018,2203.906,62.78,55.696,13.004,16.456,7.623,7.595,40.359,44.304,0.403,0.404,2.635,2.1,2.21,1.901,2.645,2.182,0.279,11.888,1.042,5.681,16.981,3.116,3.553,2.508,25.3,4.167,4.49,5.786,2023-06-08
664285,2023,2023-06-08,HOU,TOR,25.843,29.771,5.337,4.58,20.506,25.191,30.121,30.498,24.623,25.455,95.386,95.792,2196.151,2211.368,62.5,52.381,13.75,20.238,7.083,7.143,40.833,45.238,0.394,0.391,2.547,2.1,2.224,2.083,2.436,1.588,0.406,15.217,0.377,4.685,19.626,2.927,3.037,2.238,26.7,23.077,3.094,1.286,2023-06-14
664285,2023,2023-06-14,HOU,WSH,25.526,25.397,6.053,7.937,19.474,17.46,29.852,28.216,24.247,23.232,95.394,95.694,2202.819,2231.63,61.811,53.659,14.173,17.073,7.087,7.317,40.945,46.341,0.391,0.389,2.596,2.415,2.337,2.674,2.604,2.348,0.3,28.811,-1.636,-2.013,18.519,2.868,3.661,2.541,19.7,28.571,1.599,2.25,2023-06-20
664285,2023,2023-06-20,HOU,NYM,25.369,22.901,5.665,6.107,19.704,16.794,29.563,27.366,24.006,21.531,95.412,95.718,2202.304,2226.923,60.584,53.846,16.058,20.879,6.934,4.396,40.146,38.462,0.386,0.339,2.512,2.031,2.39,2.874,2.512,1.337,0.307,24.618,-2.197,-2.911,22.222,2.559,5.604,3.666,17.7,10.714,4.154,6.353,2023-06-27
664285,2023,2023-06-27,HOU,STL,25.806,24.806,5.53,6.977,20.276,17.829,30.056,29.14,25.138,26.761,95.448,95.777,2204.557,2232.423,59.932,51.163,15.753,22.093,6.849,5.814,40.068,41.86,0.386,0.364,2.417,1.967,2.332,2.837,2.492,1.929,0.33,27.866,-0.916,-2.447,16.327,3.096,7.403,4.455,20.7,16.0,3.346,3.0,2023-07-08
664285,2023,2023-07-08,HOU,SEA,25.541,25.0,5.844,6.818,19.697,18.182,30.2,30.882,25.391,27.907,95.47,95.84,2203.311,2230.522,59.486,51.136,16.72,26.136,7.395,6.818,40.836,42.045,0.392,0.37,2.539,2.296,2.422,2.957,2.684,2.784,0.37,27.211,0.683,-1.515,18.0,2.759,5.704,4.072,23.7,39.286,0.265,7.5,2023-07-15
664285,2023,2023-07-15,HOU,LAA,25.462,24.427,5.955,7.634,19.507,16.794,29.757,28.776,24.939,25.778,95.526,95.888,2204.435,2225.511,58.232,46.591,17.378,27.273,7.317,7.955,40.854,40.909,0.388,0.376,2.517,2.43,2.468,3.16,2.7,3.447,0.361,21.076,-0.981,-2.713,8.397,3.861,5.51,5.059,32.7,8.333,3.896,7.2,2023-07-21
664285,2023,2023-07-21,HOU,ATH,26.602,29.63,6.019,5.926,20.583,23.704,30.423,32.056,25.854,29.96,95.498,95.826,2203.419,2205.286,57.771,45.977,17.302,26.437,7.625,9.195,41.642,43.678,0.395,0.406,2.592,2.58,2.364,2.438,2.929,3.857,0.328,1.867,1.633,3.121,9.023,3.846,6.061,5.396,32.7,-4.762,6.23,14.727,2023-07-26
664285,2023,2023-07-26,HOU,TEX,26.16,28.571,6.122,7.519,20.037,21.053,30.363,32.797,25.761,30.705,95.453,95.593,2200.258,2193.31,56.704,44.048,17.598,22.619,7.263,8.333,41.899,47.619,0.395,0.422,2.596,2.872,2.422,2.526,3.092,4.989,0.141,-6.948,2.433,1.016,10.072,3.624,4.0,4.433,36.0,22.222,2.376,0.0,2023-08-01
664285,2023,2023-08-01,HOU,CLE,25.357,23.81,6.25,8.73,19.107,15.079,30.062,30.083,25.315,25.877,95.443,95.426,2199.098,2180.18,56.533,44.578,18.133,26.506,7.467,9.639,42.933,53.012,0.394,0.418,2.833,4.543,2.526,3.324,3.408,7.177,-0.017,-18.918,0.021,-4.028,9.63,3.748,5.455,4.585,33.0,3.448,4.323,7.364,2023-08-08
664285,2023,2023-08-08,HOU,BAL,25.383,24.8,6.133,7.2,19.25,17.6,30.247,30.417,25.574,26.18,95.386,95.079,2199.562,2185.899,56.853,46.988,18.02,22.892,7.107,6.024,42.132,46.988,0.384,0.357,2.773,3.673,2.516,2.878,3.195,5.157,-0.307,-13.664,0.169,-1.65,8.824,3.785,4.133,3.927,32.7,10.0,4.008,4.696,2023-08-14
664285,2023,2023-08-14,HOU,MIA,24.675,21.705,6.169,6.977,18.506,14.729,29.978,30.835,24.952,25.0,95.389,94.836,2198.327,2173.895,56.938,52.222,18.421,22.222,7.416,7.778,42.344,47.778,0.388,0.385,2.961,4.681,2.604,3.129,3.397,6.097,-0.553,-24.431,0.857,-3.778,13.74,3.238,3.938,3.569,32.0,11.538,3.795,10.8,2023-08-19
664285,2023,2023-08-19,HOU,SEA,24.149,14.504,6.037,6.107,18.111,8.397,29.903,27.729,24.589,19.444,95.368,94.859,2195.274,2163.596,56.659,52.941,19.187,25.49,7.449,6.863,42.438,45.098,0.388,0.364,3.1,5.059,2.672,3.861,3.46,5.51,-0.509,-31.678,-2.174,-9.715,14.504,3.142,2.406,3.07,33.7,3.704,3.956,0.0,2023-08-25
664285,2023,2023-08-25,HOU,DET,23.958,15.038,6.101,6.015,17.857,9.023,29.768,27.111,24.672,20.179,95.312,94.741,2194.433,2170.749,55.965,53.398,19.523,26.214,7.592,8.738,43.384,48.544,0.394,0.389,3.155,5.396,2.706,3.846,3.684,6.061,-0.571,-23.684,-2.657,-8.835,19.084,2.806,4.408,2.641,32.7,21.739,2.43,6.0,2023-08-30
664285,2023,2023-08-30,HOU,BOS,23.891,17.986,6.581,7.914,17.31,10.072,29.615,27.686,24.979,23.651,95.227,94.372,2193.909,2173.384,56.933,58.416,19.328,23.762,7.353,6.931,42.647,41.584,0.385,0.355,3.17,4.433,2.757,3.624,3.533,4.0,-0.855,-20.525,-1.929,-7.239,16.923,2.999,4.402,3.393,30.7,0.0,4.526,1.286,2023-09-05
664285,2023,2023-09-05,HOU,TEX,23.823,17.037,6.371,7.407,17.452,9.63,29.405,25.527,24.556,20.253,95.218,94.545,2193.647,2169.984,56.883,57.0,19.433,25.0,7.49,9.0,42.915,46.0,0.385,0.389,3.111,4.585,2.746,3.748,3.617,5.455,-0.673,-23.663,-3.878,-7.822,22.0,2.548,5.324,3.311,23.7,36.0,1.526,3.857,2023-09-11
664285,2023,2023-09-11,HOU,ATH,23.404,17.647,6.649,8.824,16.755,8.824,29.121,25.052,24.224,21.074,95.175,94.361,2193.25,2174.007,56.783,56.122,19.38,23.469,7.364,7.143,42.829,44.898,0.384,0.372,3.133,3.927,2.814,3.785,3.528,4.133,-0.815,-19.243,-4.069,-7.932,17.333,2.977,5.94,2.86,16.7,15.385,3.171,1.35,2023-09-17
664285,2023,2023-09-17,HOU,KC,23.938,22.901,6.564,9.16,17.375,13.74,29.333,26.514,24.626,24.793,95.131,94.164,2194.432,2191.015,56.415,55.172,19.623,21.839,7.547,8.046,42.83,44.828,0.388,0.391,3.179,3.569,2.767,3.238,3.54,3.938,-0.967,-3.417,-2.82,-3.634,18.367,2.848,9.0,3.4,10.0,25.926,2.263,10.5,2023-09-22
664285,2023,2023-09-22,HOU,KC,23.786,22.901,6.476,8.397,17.31,14.504,29.13,25.88,24.438,23.305,95.015,93.715,2197.222,2209.325,56.364,58.427,19.818,21.348,7.273,5.618,43.091,41.573,0.386,0.351,3.141,3.07,2.781,3.142,3.466,2.406,-1.299,12.103,-3.25,-2.806,,,,,,9.091,3.724,6.75,2023-09-27
664285,2023,2023-09-27,HOU,SEA,24.217,25.954,6.627,6.87,17.59,19.084,29.103,26.247,24.597,22.65,94.937,93.543,2200.06,2229.461,56.228,52.326,20.107,24.419,7.473,8.14,43.416,47.674,0.388,0.401,3.085,2.641,2.765,2.806,3.674,4.408,-1.394,29.401,-2.856,1.494,,,,,,,,,
656605,2023,2023-04-11,PIT,HOU,32.836,32.836,8.955,8.955,23.881,23.881,32.517,32.517,26.718,26.718,93.155,93.155,2377.182,2377.182,54.054,54.054,27.027,27.027,8.108,8.108,18.919,18.919,0.338,0.338,3.1,3.1,2.409,2.409,3.375,3.375,0.0,0.0,0.0,0.0,21.875,2.892,3.375,1.944,32.0,3.846,5.343,4.5,2023-04-16
656605,2023,2023-04-16,PIT,STL,31.183,31.183,8.602,8.602,22.581,22.581,30.263,30.263,24.457,24.457,93.23,93.23,2389.828,2389.828,50.0,50.0,33.333,33.333,11.111,11.111,22.222,22.222,0.391,0.391,3.918,3.918,2.778,2.778,3.273,3.273,0.0,0.0,0.0,0.0,31.25,1.884,2.455,0.797,33.0,16.667,3.678,3.0,2023-04-21
656605,2023,2023-04-21,PIT,CIN,26.891,26.891,8.403,8.403,18.487,18.487,29.299,29.299,22.271,22.271,93.07,93.07,2382.767,2382.767,46.667,46.667,36.0,36.0,12.0,12.0,24.0,24.0,0.385,0.385,4.207,4.207,3.327,3.327,3.536,3.536,0.0,0.0,0.0,0.0,34.921,1.385,2.455,0.918,33.0,37.5,1.014,3.0,2023-04-27
656605,2023,2023-04-27,PIT,LAD,25.874,24.0,7.692,8.8,18.182,15.2,29.821,29.193,21.723,19.574,93.315,93.466,2392.741,2397.248,43.478,43.373,36.957,37.349,13.043,13.253,22.826,21.687,0.372,0.372,3.806,3.943,3.389,3.752,3.441,3.64,0.151,4.508,-0.629,-2.982,31.538,1.733,3.545,1.918,33.0,30.435,1.696,9.0,2023-05-03
656605,2023,2023-05-03,PIT,TB,28.144,25.397,7.186,6.349,20.958,19.048,31.05,30.689,23.473,20.259,93.255,93.259,2384.53,2387.18,40.952,40.0,35.238,36.471,11.429,10.588,24.762,24.706,0.374,0.356,3.275,3.068,3.033,3.305,3.375,2.903,0.004,2.65,-0.361,-1.91,30.597,1.861,3.176,1.953,34.0,22.581,2.652,0.0,2023-05-08
656605,2023,2023-05-08,PIT,COL,28.947,26.829,6.842,5.691,22.105,21.138,30.779,29.724,22.802,20.601,93.298,93.378,2391.276,2399.168,43.697,39.024,34.454,37.805,10.924,12.195,26.05,29.268,0.364,0.373,2.967,2.893,2.884,3.146,4.0,4.345,0.08,7.891,-1.055,-0.967,24.031,2.322,4.451,3.001,30.3,50.0,0.24,0.0,2023-05-14
656605,2023,2023-05-14,PIT,BAL,28.507,26.562,6.335,4.688,22.172,21.875,30.698,31.042,22.09,20.253,93.411,93.531,2392.841,2394.844,43.972,40.23,33.333,33.333,9.929,9.195,27.66,31.034,0.354,0.334,2.748,1.944,2.846,2.892,3.333,3.375,0.12,2.003,0.344,-0.297,17.829,2.915,4.747,4.023,30.3,36.364,0.932,3.0,2023-05-20
656605,2023,2023-05-20,PIT,AZ,30.769,34.375,5.668,3.125,25.101,31.25,31.794,34.232,21.767,21.277,93.43,93.742,2395.743,2407.006,44.444,42.308,33.333,30.769,9.15,6.41,27.451,30.769,0.348,0.317,2.362,0.797,2.547,1.884,2.951,2.455,0.312,11.263,2.438,6.149,14.504,3.437,5.523,4.43,29.3,21.429,2.928,9.0,2023-05-26
656605,2023,2023-05-26,PIT,SEA,31.227,37.302,5.204,2.381,26.022,34.921,31.533,33.543,21.146,20.502,93.404,93.498,2397.102,2401.722,46.386,50.0,31.928,25.676,9.036,4.054,28.916,36.486,0.347,0.317,2.384,0.918,2.402,1.385,2.955,2.455,0.094,4.621,2.01,8.898,13.953,3.475,3.857,3.529,30.3,25.926,2.428,6.0,2023-05-31
