name,team,pa,power,eye,barrel,hh,osw,zsw,swstr,zone,heart_rv,shadow_rv,chase_rv,waste_rv
Bryan Reynolds,,672,27.39,12.1,11.4,48.0,24.8,70.4,13.2,48.2,4.581919774773314,-22.28161810230067,21.83518751023808,15.518574715571994
Heliot Ramos,,409,30.26,6.39,13.5,49.0,33.3,69.7,14.9,47.8,-7.992907257671359,-12.222882821900805,6.365728001691077,7.391230211450964
Travis d'Arnaud,,80,20.48,1.48,10.4,33.3,33.1,65.1,15.7,50.7,-6.0501495150569395,-4.072087586716116,1.8846932023120584,2.2683852840945433
Jonatan Clase,,25,9.14,8.0,0.0,35.7,26.7,61.1,13.2,47.4,0.5464658017882423,-0.1604153917457942,0.3470095417508428,0.3566655380316101
William Contreras,,612,22.68,8.86,8.5,44.7,28.1,68.2,9.7,47.4,-2.173792400989878,-13.254946657157545,12.346963051341554,12.368516700937496
Riley Greene,,562,31.68,12.5,15.2,47.5,26.3,69.2,14.0,46.9,4.411248745444391,-7.425760137344364,13.373363480586614,13.200361464388697
Jonathan Ornelas,,22,14.72,-2.26,0.0,50.0,45.5,71.0,21.3,50.6,-1.3656244484121054,-1.8203629441276379,0.16448601510393182,0.06758547763525771
Javier Báez,,185,10.92,3.9,2.2,33.6,47.6,64.7,15.8,42.7,-8.969410499232303,-1.624006362999292,-0.6606384547793523,1.7033474924438088
Ceddanne Rafaela,,569,13.76,0.78,5.2,31.8,45.4,71.5,14.4,47.5,-1.0960278650295048,-7.54600181767705,8.299588486600214,5.499196375281784
Drew Gilbert,,378,16.06,5.86,5.7,36.2,25.3,60.1,9.5,48.9,-14.05738637943735,-10.444720639939545,13.494917704349364,7.850337711038067
Tristan Peters,,472,15.01,5.41,5.6,33.8,32.8,75.3,12.7,49.7,2.4391890274645447,-6.321024828549681,8.587958444167583,8.228486279449367
Dylan Moore,,15,8.21,13.9,0.0,33.3,26.1,62.9,12.3,43.2,-2.401256802851942,0.13117260954362947,0.27207191317868634,0.09261625706420235
Jake Cronenworth,,394,10.42,4.98,3.4,28.7,28.9,63.5,9.7,48.5,-9.710111719517359,-17.759804944449368,9.166614218499278,6.201965550427098
Lucas Spence,,41,16.48,11.12,4.5,40.9,31.8,72.1,19.1,45.9,-1.9917716338101497,-2.686945703801429,0.19618309337057147,0.5737540539902594
Parker Meadows,,39,7.19,7.17,3.8,19.2,27.9,65.0,9.2,47.2,-2.617711317016933,-0.9883713944691578,1.5185205841899188,0.708454310340562
James McCann,,152,22.18,3.19,8.5,43.4,40.1,63.5,15.8,46.5,1.496277640023421,-2.6933757738513946,0.9880898784449117,0.3197295924863286
Kyle Higashioka,,186,20.11,3.7,8.5,38.1,31.1,58.3,11.6,48.2,-1.4100743178585493,-8.274455934241777,3.147057577212861,4.585306273592421
Bobby Witt Jr.,,598,28.57,10.9,11.7,50.1,33.5,66.5,12.1,44.2,5.9125679988147075,-15.187472317223229,12.56370407496025,11.658790517654701
Freddie Freeman,,628,20.65,10.16,8.0,41.0,28.8,73.7,11.4,47.2,-22.885539654537638,2.4262545057979126,20.625996488206518,14.687064205397402
Shea Langeliers,,432,29.6,11.73,14.3,44.9,33.1,71.8,14.4,44.7,1.1187714212514306,-6.166729991307036,9.064055931649884,9.118731967813861
Lars Nootbaar,,305,26.6,3.52,10.0,50.2,19.6,54.0,6.9,51.2,-14.722244999425591,-5.180662312067909,9.747884073234914,5.755944976501364
Francisco Lindor,,430,24.44,11.42,8.8,48.3,29.7,66.8,11.4,44.8,-6.394801277407413,-11.346341612395682,13.012406684959466,10.673297318669585
Emmanuel Rodriguez,,28,49.09,4.02,25.0,62.5,35.7,66.2,18.4,48.6,0.4460433495686823,-1.126818335112536,0.004054438261903243,0.2536216824331729
Sterlin Thompson,,77,19.74,13.92,6.3,43.8,29.5,75.5,15.1,44.6,-0.7939341649980978,-4.4717482294896325,2.6180613710805636,1.94232022388105
Jake Bauers,,548,32.25,13.7,14.0,52.6,21.4,61.6,11.7,46.8,12.102759546218747,-16.844104351173574,22.067408726824958,10.641144889046489
David Fry,,194,15.64,10.27,6.4,33.0,27.8,62.7,13.0,45.6,-5.441898395860954,-6.961247554654943,5.9206113114067795,3.946739893508514
Juan Brito,,95,14.82,4.72,6.1,31.8,32.0,70.2,13.7,49.2,-0.5108396659852608,-4.203226674305513,-0.03282267204570532,1.9244548537419295
Michael Toglia,,28,17.49,3.34,0.0,57.1,24.0,61.8,15.2,52.4,-2.145997056283195,-2.226856630672834,0.33606442340434817,0.1281025651420328
Andrés Giménez,,485,8.75,1.25,3.3,24.7,43.8,73.5,14.2,47.5,-15.369647626555995,-14.926672835359046,7.183410385509258,6.9368394094808945
Brett Sullivan,,226,12.65,-0.44,4.0,32.6,33.7,68.8,8.9,51.0,-8.559641563676248,-1.669537554966038,3.9743682327076035,2.4298111039945187
Daniel Susac,,161,14.15,4.83,5.3,32.5,41.8,72.3,13.2,45.3,-3.0162653153579644,-6.174451997064692,1.4613692654357477,2.2622350709212036
Rowdy Tellez,,11,45.7,5.24,28.6,42.9,29.6,60.0,13.4,48.1,0.10287010169498428,-1.178848736534597,0.054329193691520186,0.287653232697329
Bo Naylor,,98,25.45,6.81,11.9,41.5,26.7,65.5,6.6,47.4,-4.855982879719901,-6.56179968663284,2.6232855545059444,0.9073599040931097
Nate Furman,,39,1.73,9.2,0.0,16.7,33.3,62.0,8.8,42.9,-2.735148412804649,-3.691898867923799,1.840484485232393,0.5620918205323145
Rhys Hoskins,,317,26.19,11.15,12.6,41.3,22.2,64.0,13.7,47.8,-10.764794487080822,-11.142759474920034,12.28346565786,7.498553888197768
Brett Baty,,452,23.09,5.95,9.8,41.8,29.1,69.1,14.4,49.8,-11.395446361042152,-15.598183264432587,14.647736896266444,6.076706307411723
Cole Young,,610,16.14,4.86,5.1,38.2,30.9,66.9,9.4,48.6,-13.015015798498844,-23.591177455926935,15.682549667383368,11.473067079891257
Oneil Cruz,,398,34.97,11.66,16.0,53.5,30.2,57.5,15.4,43.9,-0.8753288777079158,1.108193750575908,11.281844699437084,6.963021793662935
Isaac Paredes,,623,12.07,8.5,4.6,29.3,27.0,62.1,6.6,47.0,-12.352738787444425,-13.678641845534052,30.51220111148484,14.299473889475635
Yainer Diaz,,325,17.36,3.14,6.2,38.0,42.9,74.2,12.8,46.7,1.049088441141721,-2.0561699682255576,3.7762102467758947,4.297523032593296
Joey Ortiz,,396,14.61,0.9,4.2,37.0,32.1,57.9,8.6,48.9,-13.032481003542138,0.7515502544401955,7.231262418653227,3.027993438295969
Cal Raleigh,,499,27.97,12.68,14.7,39.5,36.0,69.6,16.0,42.6,-5.59194258379912,-27.87933461950934,10.127269944261995,12.531726270962299
Miguel Vargas,,671,28.15,12.28,13.3,44.2,21.3,69.1,9.3,48.5,-4.325426676984376,-15.720667357031191,30.737022497391084,14.500443688403003
Eloy Jiménez,,35,17.1,14.65,4.0,44.0,39.2,70.6,15.4,39.2,-2.2252705135793187,0.5263597982944742,-0.18567873330157633,0.9159216095120123
Salvador Perez,,599,23.79,8.0,10.1,42.7,45.0,72.1,14.2,41.7,-10.221042435681873,-13.618324972038046,-2.6795243052591387,11.057226854426096
Kameron Misner,,44,3.02,8.45,0.0,20.0,30.1,77.0,19.6,49.5,-1.7303381738763854,-1.335321672939528,0.4636397968949887,0.7002204610563855
Josh Naylor,,616,14.57,5.62,4.5,36.0,38.0,68.6,8.9,44.8,-17.5681911391619,-12.605744529666305,10.828895350459327,7.541492599388561
Heriberto Hernández,,469,29.16,13.85,13.1,47.4,24.0,69.7,14.9,46.8,-4.881443974137761,-16.897896517435782,18.360171653212856,10.609107673964987
Brayan Rocchio,,569,10.62,6.51,3.0,30.4,33.3,68.9,11.2,46.9,-18.022451241135958,-17.61979699413251,13.509309201537283,12.492433396674064
Dominic Canzone,,497,27.13,6.14,12.2,44.9,34.6,62.6,12.8,46.4,4.835135179809054,-9.225271655355774,6.444132050283118,7.870492109084226
Bryce Johnson,,49,-2.01,-0.71,0.0,7.1,39.6,59.8,16.0,48.9,-2.156243552068983,-3.229366145846114,-0.02632462335402358,0.515986235365538
Matt Chapman,,352,16.97,5.32,6.6,35.8,26.4,63.0,10.3,49.5,-9.65203487803902,-11.038700307799784,10.123427108637026,8.069846712895524
Luke Maile,,41,10.86,2.45,4.0,28.0,29.7,58.3,10.9,49.3,-2.22568633437885,-1.7219765560285685,1.1118757752049149,0.606853708175916
Daulton Varsho,,523,17.68,6.46,6.9,36.7,36.3,72.4,11.6,46.2,-15.714503043298555,-20.95543417966967,10.81265164555979,10.53029611595894
J.P. Crawford,,459,16.15,5.39,6.4,34.3,19.3,56.7,6.4,50.6,-21.490371859270613,-8.334330174051518,20.248646552456446,9.553795779962766
Angel Martínez,,385,17.91,-0.31,7.5,35.5,42.2,66.9,11.0,47.8,-4.598129272961965,-8.887674711712458,2.9759157062328696,6.0588784926210115
Sal Frelick,,369,8.82,0.77,2.4,27.6,23.8,60.3,4.5,51.8,-22.004573936479375,-4.586384697993616,11.572258296182337,5.561704993038877
Rafael Flores Jr.,,139,29.87,-0.42,13.8,47.1,29.5,60.2,14.0,52.7,-1.721401202038201,2.9021118030735398,2.538463047945434,2.40760440218238
Joey Wiemer,,83,22.23,11.34,10.0,39.0,26.3,57.8,12.9,44.5,-0.8679708405256021,3.8560547515011128,1.5787817496036365,-0.0581560996213657
Romy Gonzalez,,73,15.15,10.35,4.4,37.8,32.9,75.1,17.7,46.2,-3.4925953707466184,-2.175081485025642,0.8442260249925816,1.4335949693645693
Spencer Torkelson,,584,25.92,12.35,12.2,41.8,21.7,65.6,13.6,48.1,-5.038113457634651,-26.121387252292447,20.218702428812747,14.226249437548084
Connor Norby,,359,18.5,10.97,7.7,36.4,27.7,74.8,15.0,47.8,-2.3340917132570635,-14.43709146526243,6.434117199032353,9.811506337296374
Sebastián Rivero,,56,0.8,1.9,0.0,14.3,44.7,74.3,15.1,47.0,-3.065164725755216,-1.4461649971608257,1.0802939845334039,1.1084295439524174
Taylor Trammell,,273,25.03,9.11,12.7,38.0,28.4,69.4,18.8,48.5,-5.449251877259697,-9.537553310611115,4.982025010716004,4.2990785762661945
Ben Rortvedt,,28,-2.71,-4.42,0.0,5.3,36.2,62.2,14.0,53.0,-1.7447799344111172,-1.5601948371860075,0.027362551815820316,-0.03304623629011892
Ryan Ritter,,21,8.21,6.21,0.0,33.3,29.7,76.9,19.7,51.3,-1.6138045102964722,-1.0836431180944488,-0.2673529427618958,0.2545213329273188
Edwin Arroyo,,160,9.09,3.6,2.7,27.4,39.7,77.2,15.5,48.3,-4.475379266309873,-10.247258774860427,1.9308196856952418,2.460398484138167
CJ Kayfus,,25,39.97,10.48,21.4,50.0,34.5,76.0,20.4,46.3,0.9460823165520362,-2.6078853685364667,0.9673420781297831,0.22046214311177226
Bryce Teodosio,,54,11.2,3.97,6.3,21.9,36.5,69.8,20.1,49.2,-0.7683446577797987,-4.516952338308746,0.5825140579659912,0.10902695252144404
Randal Grichuk,,259,26.92,3.18,10.6,49.2,36.0,70.2,12.8,48.8,3.4072771945253315,1.0113579718831365,1.3318594364573777,2.798135414540326
Santiago Espinal,,60,9.83,-0.37,2.0,31.4,34.2,65.5,9.4,50.4,-0.04988758549237127,-3.7342438493923176,0.4746002301769325,0.6045750333882831
Raynel Delgado,,41,11.59,6.81,3.2,32.3,29.9,75.4,13.7,49.2,-3.814590823516247,1.2368062342676784,1.0074110051106167,0.15786099699778172
Miles Mastrobuoni,,30,3.88,-2.57,0.0,22.2,27.5,51.8,8.4,52.3,-2.324281382233885,-0.7974991069502622,-0.35117925207538947,0.3249890137419606
Heston Kjerstad,,19,3.02,2.49,0.0,20.0,42.4,71.9,24.6,49.2,-0.05032937419035089,-1.2884909259612527,-0.9748280418014058,0.2844495470106326
Sam Huff,,34,34.36,-2.67,14.3,57.1,44.8,74.3,28.3,53.2,-1.2293099410487476,-2.2796263755554547,-0.8680926612477199,-0.015728684882865357
Joe Mack,,315,19.68,7.26,8.0,38.5,27.7,68.2,12.2,48.7,-4.495589745280293,-15.219348081810056,7.759415477689074,5.65596608174808
Matt Vierling,,291,15.63,-0.42,5.0,37.2,32.4,63.3,8.7,50.5,-12.117076271534426,-10.71896070972594,6.436723859519851,1.975683736432196
Petey Halpin,,185,12.01,4.51,5.6,26.1,39.3,81.7,15.0,48.3,-5.489755642089398,-7.729036794655879,0.6323831904839615,2.4996462303520244
Weston Wilson,,169,13.43,8.45,4.1,34.3,25.7,66.1,15.1,48.8,-2.4870256179237753,-9.33190726443096,4.530962581806544,3.0975369255926144
Enrique Hernández,,84,20.06,5.47,7.7,40.4,34.2,71.9,14.1,48.0,-1.613166807495801,-1.7603264603014817,-0.1441060945574771,0.5148935766747349
Drew Cavanaugh,,155,11.68,9.44,4.5,28.6,27.6,68.4,13.7,47.1,-8.121752114890702,-4.754967360885551,2.4348714144091614,3.874185659633956
Otto Kemp,,27,0.41,12.27,0.0,13.3,33.8,67.3,18.3,43.3,-1.5630537730507685,-4.102520573227566,0.29011050072206335,0.5905777496785858
Matt McLain,,472,20.51,7.98,9.5,36.1,26.5,62.3,12.4,47.8,-14.318645173406699,-28.04382345739008,12.836980142630644,11.466245470213458
Kyle Schwarber,,664,33.6,15.44,16.2,49.4,25.7,66.3,14.8,45.6,12.983398843963652,-15.970556368586843,24.033614697980344,17.61133727182057
Denzel Clarke,,77,13.46,9.91,2.4,39.5,25.2,63.4,14.3,47.1,-4.210024498965834,-7.152852903683447,2.9339544126802704,0.9686883844153845
Lane Thomas,,374,18.72,8.83,6.4,40.9,20.6,62.8,9.5,49.1,-12.489083322244976,-11.11852418777456,15.449434659106766,6.285277127260741
Kaelen Culpepper,,120,11.4,3.43,3.6,30.6,43.0,66.2,13.5,45.2,1.9174882028035063,-4.541107660119833,1.6791592412156804,2.877722692408032
Bryson Stott,,575,16.97,3.5,6.2,37.0,30.4,54.6,8.0,47.6,-11.551414433722371,-13.555983081064976,15.423905109144364,9.268601136044538
Nicky Lopez,,253,3.76,-0.06,0.0,21.9,34.0,70.5,9.6,51.0,-10.59086447992106,-8.367325156376491,3.997537426218063,4.913518213345497
Trent Grisham,,484,24.21,6.99,9.6,45.3,19.2,58.9,7.1,50.1,-18.00202286513338,-10.23308884621845,21.29468330357274,9.308867462157362
Jorge Barrosa,,169,10.32,8.75,4.7,24.5,29.8,61.1,12.0,45.4,-2.0507643181724413,-9.709989451525407,3.970352265085845,2.586871093157167
Eli White,,204,13.96,5.6,6.2,29.3,32.7,73.0,13.8,48.9,-0.2014817585667888,-4.408352247264572,2.370035226931275,3.3188838972280905
Marcelo Mayer,,228,16.46,9.1,6.1,36.0,29.2,73.2,13.3,47.5,-7.569279374084449,-10.032617131650168,5.825674495871041,3.8328738944008904
Chad Stevens,,34,12.4,12.61,6.3,25.0,37.8,65.5,15.2,40.4,-4.014132037628074,-2.750501873042436,0.587515176470855,1.0201982763466435
Travis Bazzana,,487,15.75,8.81,5.2,36.9,25.8,65.1,10.6,48.1,-2.4758446615793885,-16.938068532366938,16.00377921845951,9.767067014463372
Manny Machado,,644,23.86,9.18,9.7,44.1,30.2,67.3,12.0,46.6,-13.34068840456246,-18.304041141259763,19.67294037353892,13.6978952738596
Nick Kurtz,,434,38.81,15.77,18.0,57.3,23.3,66.4,15.9,45.9,11.500851924152608,-11.755383806024215,15.386834520451462,11.196842355126373
Andrew Benintendi,,447,22.8,8.89,8.5,45.0,33.6,73.5,14.5,46.4,-13.67035127393019,-8.26126482315272,11.445848541672497,8.141803763844868
Ildemaro Vargas,,473,12.57,-0.27,3.3,34.5,39.7,63.2,7.5,47.6,-4.841583495025451,-19.43211198255929,8.140660203944005,6.372564230196327
Ben Malgeri,,120,16.44,9.91,4.3,41.4,25.1,65.6,12.4,47.2,-5.096612973644889,-0.3709305872250038,3.4475491049451126,2.9048027036609736
Alek Thomas,,120,19.28,3.17,7.1,40.2,41.6,74.3,15.0,47.1,-4.745755085441934,-0.6421188327994005,-1.6451051385634825,0.7784242698711146
Max Kepler,,145,19.71,5.28,7.8,39.2,37.3,71.0,13.7,46.6,-4.790567124957535,-6.907350522129267,1.4015080034554324,1.3899995901329405
Thomas Saggese,,153,23.32,3.46,9.7,42.7,35.7,68.8,14.3,48.7,-2.188678541650163,-2.07857227793912,4.019322586793662,2.4518083896028715
Alan Roden,,79,17.11,5.65,5.1,40.7,25.7,66.6,7.3,49.1,-2.9848850863829446,0.09946063643084316,1.8127666323144995,1.3635645228054474
Chadwick Tromp,,51,5.48,-5.28,0.0,26.3,45.6,67.4,13.8,50.5,-1.8893703764028564,-4.367008726431251,-0.9908498506915092,0.025600589390288565
Myles Straw,,310,8.74,2.74,2.9,25.9,23.3,57.6,5.1,50.5,-12.356276135725311,-9.035455716297795,10.078054435019675,5.524167370629362
Tommy Pham,,25,24.51,3.95,8.3,50.0,25.5,62.8,17.3,52.0,-2.2016443841598305,-1.529703871141208,0.9366773220547256,0.407848767619301
Christian Koss,,193,11.41,5.53,4.5,27.9,38.8,69.7,14.7,46.0,-3.478955480715389,-6.686329145252011,2.893413494709133,2.8084174428774555
Jake Fraley,,93,13.95,7.46,8.8,21.4,21.5,67.7,10.2,50.4,-1.686044683985997,-5.710331781487241,3.735183600621932,1.9052521287254847
Daniel Schneemann,,282,18.73,4.37,7.5,37.6,33.3,66.6,15.8,48.9,-3.7481357917025475,-18.209885971039267,4.146059739008169,4.381133512816966
Davis Schneider,,142,23.75,10.28,10.3,42.0,20.4,57.9,12.4,47.7,-5.633752576740411,-9.29321099212863,5.34771753697131,4.394304393073454
Rafael Marchán,,95,5.46,-1.7,2.6,18.4,33.3,66.4,8.1,51.4,-7.517323269883134,-7.1822504703984285,1.352235939543471,1.7706578998681153
Josh Rojas,,108,7.98,4.41,1.2,29.1,31.3,70.5,10.2,49.0,-1.879198320730072,-4.472805627157823,1.9543813166170638,1.2725157331229509
Brian Serven,,76,18.09,2.11,9.4,30.2,31.9,65.6,15.0,50.7,-1.9826880164017793,-4.24578384373685,1.0531378485645062,0.9312022232614346
Jordan Walker,,634,29.9,9.34,13.1,49.3,35.7,71.1,16.5,46.0,9.243356485317879,-6.324817025292055,6.876578188321177,9.61261479271057
Derek Hill,,212,21.26,6.65,10.9,33.8,34.8,70.9,17.1,47.7,2.1894191225882627,-4.264077867721763,2.6417907983448594,2.1336402409020554
Jackson Holliday,,354,15.68,6.82,6.4,33.1,26.8,64.3,12.1,48.5,-10.24483604064092,-8.409109790892686,6.506791170438156,4.724537389662924
Eliezer Alfonzo,,28,7.7,1.48,0.0,32.0,34.0,74.6,7.4,50.0,-1.7203789540178511,-1.6124729843742471,0.1620317416761972,0.12372208046313317
Fernando Tatis Jr.,,674,31.19,10.64,12.7,53.8,26.5,67.6,12.0,47.7,2.264164981562299,-10.884924951584587,22.720567931967153,10.39105227390063
Kyle Teel,,112,30.65,13.9,13.2,50.9,32.6,64.7,16.9,42.1,0.40488054572807886,-5.348440214343609,2.021308936068551,2.7631630882077935
Joc Pederson,,432,28.4,6.29,11.3,50.9,30.1,64.9,14.1,48.6,-4.630101953633418,0.40918265238421014,7.617991882124148,9.040397115190856
Jasson Domínguez,,222,17.08,8.92,5.6,39.1,34.4,70.6,12.6,45.0,-0.9671277575143191,-11.007681639361063,1.2312191576307052,4.273277959330944
Austin Martin,,350,9.91,9.6,3.0,28.6,18.1,62.5,7.8,49.3,-10.517823320117682,-17.554090649772817,17.036237724068634,8.0314806959386
Brent Rooker,,202,29.85,10.82,15.5,41.9,31.0,71.2,19.1,46.5,-3.8073661668321046,-8.565070297925963,4.525421919764188,2.9770495782792072
Spencer Steer,,384,25.1,7.69,12.4,39.1,26.2,65.3,11.5,48.8,1.216956964865811,-17.88609603206589,8.788556487650597,9.485068932161168
Tristan Gray,,188,16.96,4.92,6.0,37.6,39.3,74.7,19.1,47.7,-6.181189521749392,-5.508899932312141,-1.1058331864701039,2.112199119121747
Brett Harris,,26,18.73,2.79,6.7,40.0,27.3,59.1,10.2,50.0,-1.9999638894791956,-1.721923503613024,-0.07758537129849863,1.7275399537841074
Jesús Sánchez,,306,25.36,6.49,10.6,45.2,37.9,71.4,14.8,46.0,-10.892112706668227,-4.5641197712571415,7.664294706436766,5.283559881067347
Eugenio Suárez,,474,23.23,10.92,12.0,35.5,28.3,65.6,15.4,46.7,1.7556686542606332,-22.353366450127165,15.970570546666876,8.553560790584534
Oswald Peraza,,363,16.38,6.23,6.1,35.8,38.5,74.2,16.7,47.1,3.420424446794174,-22.8402234446137,4.123882740295079,6.425445982285547
Max Clark,,176,12.36,3.56,1.7,38.8,29.6,66.1,7.8,49.3,-1.1827769876494036,-3.5134334358241954,4.085635088240878,2.720234709294756
Dominic Smith,,293,14.19,6.17,5.4,32.3,31.6,68.2,10.4,47.5,-2.7057686080824177,-14.18640960933393,6.168276814590747,5.120639121529017
Edouard Julien,,276,23.22,7.97,7.3,49.7,18.6,62.8,9.7,50.4,-13.472833212232132,-7.194431665501254,10.63945844573579,6.697184759163436
LuJames Groover,,54,26.22,1.14,11.1,45.9,19.8,60.7,6.7,53.8,-2.260229829894556,-3.915029914343275,1.0983233146582352,1.6372537102040725
Matthew Lugo,,15,0.09,20.57,0.0,12.5,40.0,76.3,25.0,37.5,-0.5428805863583873,-1.8202730912664002,0.6871232636716429,-0.11244459007746858
Chase Meidroth,,621,13.71,2.44,4.3,34.4,28.9,55.3,8.2,49.2,-16.676156819597814,-8.506827406650418,17.594858819086294,11.445821708386413
Starling Marte,,168,20.24,1.54,9.6,35.1,35.3,70.7,14.8,50.5,-7.259978948024091,-7.303451096947135,4.262200111930628,2.8336140351080403
Aaron Judge,,285,42.31,13.75,20.9,57.5,26.4,64.0,14.2,44.9,10.817311582258444,-9.859057441902088,9.220003218527998,6.769234580568508
Alex Jackson,,72,11.23,2.22,2.3,34.1,41.6,72.2,17.3,48.3,0.04171531199293937,-3.2154784009606168,1.5027266845472946,0.9328618376701154
Ryan Mountcastle,,15,11.48,2.0,0.0,41.7,44.8,84.1,5.5,46.3,-0.7316253585337726,0.21747816447991042,-0.1885244168631212,0.13363074041501763
Kyle Tucker,,597,17.67,11.18,6.7,37.3,23.7,74.1,10.3,48.8,-2.88867167234109,-27.096280553572015,21.82785461991589,11.898097540176796
Henry Bolte,,436,23.54,11.67,8.1,48.1,28.6,72.9,16.5,47.4,3.6716609623622927,-19.726127771513415,12.989625100609292,9.362658334182644
Chuckie Robinson,,26,0.8,-8.73,0.0,14.3,27.3,79.0,17.8,63.3,-2.4898012034295003,-1.6800726370866024,-0.36806488049900143,0.26646586068302186
Spencer Horwitz,,429,14.39,6.79,5.9,31.3,24.6,58.3,6.7,48.0,-9.10276259740253,-17.6784317484617,16.877392923102338,10.736707436393297
Nasim Nuñez,,472,4.71,4.54,0.9,21.6,26.3,68.5,10.1,50.5,-25.109407545769454,-21.292637319870764,14.350007813229073,8.511362767836042
Trea Turner,,663,17.82,6.88,6.3,38.9,34.6,68.5,13.9,46.6,-15.329557343952787,-18.39096611144886,12.03415270663818,11.217533218028853
Billy Cook,,53,4.03,-10.08,0.0,22.6,39.7,71.8,19.7,58.5,-4.1597622422062654,-2.2887287030234758,0.3298550824525585,0.45357756119651127
Carter Jensen,,575,26.62,12.03,11.9,44.5,24.0,66.9,13.1,47.3,-6.642526902437932,-14.477368360592331,18.90668233951867,10.638416244672483
Brock Rodden,,69,17.0,12.02,5.6,38.9,32.0,65.0,18.7,44.0,-2.48264368129963,-1.5593875448070227,1.607323304439218,0.71107725693918
Wilyer Abreu,,653,27.17,9.64,12.6,43.8,29.7,68.2,11.6,46.5,-11.280912751696572,-4.953483768474297,16.007238851826244,13.109691768444728
Endy Rodríguez,,159,25.98,7.22,10.6,46.8,26.1,64.5,11.6,48.7,0.5570857199061675,-1.481452447870708,5.595890881771757,1.9709209339141907
Nick Loftin,,409,11.06,5.1,4.1,28.2,25.3,57.0,7.3,48.6,-5.6322676488981385,-14.785430189787016,11.82930824819412,5.651488547049877
Isiah Kiner-Falefa,,162,8.74,4.47,2.4,27.4,32.5,66.6,8.5,47.5,-2.3170273357323983,-4.860623559146559,3.0909309911588845,1.1578583337987014
Harry Ford,,108,20.71,10.57,10.6,33.3,18.4,66.3,10.8,49.3,-0.9017608012225093,-7.062940593050689,3.6540898100712633,2.5642866483676263
George Valera,,38,8.68,-3.66,0.0,34.5,40.4,72.5,12.6,52.1,0.05723128883464268,-2.354785205934013,0.1921399261773215,0.2098961001467321
Marcus Semien,,518,15.13,6.16,5.9,33.2,27.3,72.0,11.6,50.1,-11.514243474224655,-23.524596068596967,11.188784884442473,8.379311087076982
Jordan Beck,,165,11.95,4.99,3.9,31.1,38.1,68.9,15.8,46.7,-6.111203282330325,-9.018540895687904,3.14336067724358,2.8366247307138694
Tommy Troy,,143,18.09,5.97,9.4,30.2,27.7,63.3,11.7,48.6,-2.9634848509507243,-7.576460232026867,3.966916952484163,2.7209253111881733
Chandler Simpson,,590,0.45,-0.73,0.0,13.4,30.5,64.6,4.9,51.1,-16.43524019627291,-12.262018258595651,10.993599430321169,6.409059838177387
Agustín Ramírez,,226,16.64,7.97,4.8,40.4,29.0,69.8,14.0,48.3,-2.4196559858007616,-12.022297411640587,5.877150336707973,5.507110955486656
Christian Encarnacion-Strand,,193,28.52,3.08,15.1,39.7,47.5,76.4,18.1,46.3,3.6010611786181608,1.2226660613338238,1.1162067323560232,2.5616270607664955
Yohendrick Piñango,,180,22.44,2.13,8.0,45.6,35.2,67.2,13.0,49.1,-6.540138002613848,-1.597769140674825,0.7791314229108779,3.51710992870246
Carson Kelly,,409,15.71,9.26,5.4,36.2,24.9,66.4,8.8,47.9,2.8446160757156456,-18.11956519635244,12.225477518612578,8.50929721368978
Jonathan Aranda,,644,24.49,8.0,9.7,45.7,28.9,66.4,10.4,47.7,-18.008644429371568,-3.284758322070491,24.269667884927607,14.506308728121416
Joey Loperfido,,121,17.13,5.86,6.8,35.6,29.8,68.7,15.5,49.4,-3.8062680899153203,-4.284339465218308,1.5138971615734975,2.9621591879830675
Christian Walker,,600,21.32,11.64,8.9,40.0,31.9,72.9,14.7,45.6,4.371450934754674,-27.549572542867637,8.858526617365243,12.477691607842752
Mauricio Dubón,,590,11.68,5.66,4.0,30.1,37.4,72.7,8.3,45.9,-8.230278668850383,-11.081754804319127,8.627687086887269,9.968101428810778
Jesus Rodriguez,,58,9.44,7.45,2.3,29.5,34.8,73.2,12.9,46.4,1.0520441116703994,-3.4685822635572454,0.9111905509820216,1.5115867773844267
Matt Shaw,,181,14.57,4.31,4.7,35.4,32.8,59.6,9.0,46.6,-5.267827977152411,-0.3555868037947756,3.269957373425298,4.708467107785853
Turner Hill,,106,12.34,4.3,4.1,31.5,19.7,57.0,5.7,50.7,-5.816283643270894,-0.4885918076996185,3.8675616568754503,1.6948484327191957
César Prieto,,35,10.93,6.65,3.4,30.0,35.7,69.6,9.8,45.1,-3.7364428263937586,-4.29877589992961,-0.0859712425171444,0.33829495932523407
Hayden Senger,,17,4.23,7.76,0.0,23.1,46.7,83.4,20.4,44.4,-1.38905128741578,0.26846689495282877,0.028988055641806024,0.3435146902617098
Kyle Karros,,446,21.08,13.18,8.4,40.9,24.6,68.2,10.6,45.9,-0.2169171841451831,-17.79843402657885,13.95456813171834,11.914176194385123
Reese McGuire,,34,-1.08,-11.09,0.0,9.5,37.5,59.7,10.9,56.4,-1.9563229828734499,-2.024379327316035,0.6546158819166068,0.21998654727932054
Sam Antonacci,,526,14.03,6.99,5.1,32.8,21.8,63.0,6.4,50.0,-10.812702686958756,-14.7287773912437,22.559935123775457,13.366299856532992
