season,team,lineup_xwoba,lu_oaa,rot_top2,lu_kpct
2026,158,0.3234851357885283,2.6349206349206344,72.04343170425375,0.2198771657979566
2026,119,0.327915665468011,-0.0074074074074074,68.44622481686567,0.20253187759034558
2024,110,0.325339853737207,-0.0634920634920636,53.59045647852762,0.2191635742345254
2025,147,0.3428626208775303,1.2222222222222223,55.577272242123456,0.235528205730417
2015,112,0.3139991526162159,0.0,58.66981544926399,0.2294368367915244
2024,147,0.3404131620140622,0.3333333333333336,54.411397322495816,0.2204625718713289
2026,139,0.3136419555532083,1.246031746031746,51.770040454654726,0.1878683777972463
2020,112,0.3250096878264263,0.7481481481481481,50.09794288043015,0.2445948412567442
2020,145,0.3272125851413695,1.0588235294117647,58.8818165944169,0.2461007072228676
2021,145,0.3331362502586753,-0.1736111111111111,62.43025167887393,0.2275055728219509
2018,115,0.318696834110674,0.2013888888888887,47.535586850952114,0.2162652390641195
2019,142,0.3407220613382228,-4.131944444444445,54.22687180715198,0.2164294670596787
2019,139,0.3289945055134384,0.9523809523809526,60.1412039014771,0.2262025387446283
2022,121,0.3245790968500416,0.984126984126984,41.064144892739705,0.2019511458234368
2016,140,0.3194198294884938,0.9333333333333336,62.45463379333696,0.2049608142237075
2017,117,0.3354215210810746,0.1944444444444444,50.38452853257479,0.1809787084551182
2026,143,0.322574892349831,-0.6814814814814818,60.50775355856527,0.2025595810741239
2022,136,0.3176551495271681,-0.2091503267973856,51.76603439426867,0.221887210488229
2016,141,0.3316741135897466,0.1527777777777777,57.19354002184309,0.2103226117077699
2026,114,0.3138812629796218,1.1984126984126988,52.60090525303156,0.19122084472184905
2019,138,0.3259861209474454,2.9444444444444446,52.65828460312615,0.2241538834892754
2018,114,0.3327509184945499,0.0592592592592592,56.76682534190054,0.1921985374291852
2021,144,0.3319004682559955,0.0718954248366014,57.16124289434566,0.2299547430497357
2020,113,0.3296234569132372,-1.576388888888889,65.21340410721797,0.2415211756507308
2025,111,0.3152502687105801,0.8962962962962961,57.00822359941381,0.2210912615185647
2020,133,0.3267868814314737,-1.3888888888888888,48.4575409554359,0.2238746111136798
2017,120,0.3260801330171752,-0.7013888888888883,61.48326034572389,0.2103316529895876
2016,120,0.3211660776372665,0.1736111111111111,54.56778957735856,0.208865105485792
2023,141,0.3264515687744131,0.8174603174603173,45.19837476099426,0.2138079198924791
2022,141,0.3277511204821247,-0.3851851851851853,50.55954215480281,0.2066014436873083
2025,136,0.3293104477261083,-1.8296296296296293,54.877419281646354,0.2261111847479402
2020,114,0.3264138243083622,0.6597222222222221,53.876919792404905,0.2244734484561138
2015,134,0.3174465804725042,0.0,47.372678921847424,0.1983340178864936
2019,144,0.3357698501132642,0.4841269841269842,49.84544094121994,0.2237216841593358
2018,144,0.3186577173731954,4.548148148148149,58.48952942151176,0.2036650986633924
2021,138,0.3246506183513588,5.176470588235294,38.64442480165575,0.2178190806052858
2020,138,0.3245228486264735,0.7777777777777778,46.58867303752224,0.2321722889148691
2017,111,0.3138641960465612,1.5069444444444444,59.8473758912849,0.1975702234454871
2026,144,0.3215998250110003,1.8296296296296293,55.81445685732975,0.2180379996475553
2016,111,0.3291971089270025,0.2152777777777774,48.44844227811491,0.1822088004157341
2015,118,0.3202311572478629,0.0,52.14041046891079,0.1682071853472774
2023,146,0.3249541161002977,-2.325925925925926,49.838319527943696,0.2298129555101815
2015,138,0.3195254749134765,0.0,38.540092853203845,0.2081319918893135
2018,133,0.3310930515748987,1.96031746031746,50.51377541095224,0.2199609449715393
2019,133,0.3368781874838703,0.9777777777777776,44.29461830813034,0.2223725644599645
2026,109,0.3216068357476257,3.357142857142856,51.42153728501047,0.1975887954596692
